bad_customer,credit_balance_percent,age,num_of_group1_pastdue,debt_ratio,income,num_of_loans,num_of_times_late_90days,num_of_estate_loans,num_of_group2_pastdue,num_of_dependents
0,0.091912837,63,0,0.199036323,10791.0,8,0,2,0,0.0
0,0.9999999,50,1,0.16091954,2000.0,1,0,0,1,2.0
0,0.209217763,32,0,0.287492501,6667.0,7,0,2,0,1.0
0,0.645351581,46,1,0.096161783,4845.0,10,4,0,1,2.0
0,1.040939384,39,0,0.102780807,3667.0,7,1,0,0,1.0
0,0.041194293,56,0,0.078084556,4635.0,19,0,0,0,0.0
0,0.305389222,60,0,0.367166474,2600.0,5,0,1,1,1.0
0,0.069991861,25,1,0.055327186,9000.0,10,0,0,0,1.0
0,0.008626748,67,0,0.05811138,825.0,19,0,0,0,0.0
0,0.033804158,24,0,78.0,,3,0,0,0,0.0
0,0.984223099,34,0,0.4915017,5000.0,4,0,0,0,2.0
0,0.036999351,46,0,0.01511879,8333.0,9,0,0,0,2.0
0,0.620579314,47,0,0.939789742,3138.0,2,0,1,0,0.0
0,0.0,56,0,0.205727084,6250.0,3,0,1,0,2.0
0,0.330456455,71,2,0.160709823,4000.0,7,0,0,0,0.0
0,0.090990533,71,0,0.176856816,16600.0,9,0,1,0,1.0
1,0.756157035,74,3,0.232900137,2923.0,5,0,0,0,0.0
0,0.047986962,58,0,0.279588565,7485.0,6,0,1,0,2.0
0,0.111213839,64,0,243.0,,12,0,0,0,0.0
0,0.531437458,24,0,1.269614836,700.0,4,0,0,0,0.0
1,0.033242436,54,0,0.207858638,4300.0,6,0,1,0,0.0
0,0.051413798,53,0,2817.0,,7,0,1,0,0.0
0,0.013401574,54,0,0.449461053,4916.0,12,0,2,0,3.0
0,0.436656417,48,1,0.382193912,13500.0,11,0,2,0,1.0
0,0.023393703,46,0,0.238273142,7226.0,16,0,1,0,2.0
0,0.803361604,40,1,1.551368421,4749.0,9,0,2,0,2.0
1,0.9999999,61,0,0.0,,0,0,0,0,
0,0.263241513,76,0,0.140358184,2400.0,14,0,0,0,0.0
0,0.035748603,41,0,0.364961983,9600.0,14,0,2,0,2.0
0,0.339852839,61,1,0.395344186,25000.0,24,0,10,0,0.0
0,0.9999999,45,0,0.278144371,5000.0,6,0,1,0,2.0
0,0.208097342,30,0,0.340797981,6340.0,11,0,2,0,0.0
0,0.057212507,48,0,0.085562549,10167.0,11,0,1,0,0.0
0,0.686390533,55,0,0.809141225,5600.0,6,0,2,0,2.0
0,0.9999999,43,0,0.111812681,3800.0,1,0,0,2,0.0
0,0.058903438,72,0,0.00657049,7000.0,4,0,0,0,1.0
0,0.039585853,34,0,0.33096972,5217.0,7,0,1,0,1.0
1,0.810478482,43,0,2707.0,,11,0,1,0,2.0
0,0.747667111,48,0,0.206631069,8052.0,5,0,1,0,2.0
0,0.093859512,46,0,0.270094723,11084.0,9,0,3,0,0.0
0,0.012956818,79,0,0.120783007,2400.0,3,0,0,0,0.0
0,0.034912291,69,0,0.007832028,6000.0,2,0,0,0,0.0
0,0.01632832,56,0,0.205287976,5937.0,3,0,1,0,0.0
1,1.093915853,44,1,0.882592928,6617.0,10,0,3,0,2.0
0,0.902190596,32,0,0.484522207,5200.0,9,0,1,0,1.0
0,0.12954039,57,0,0.051237191,4000.0,10,0,0,0,0.0
0,0.84162416,44,0,0.433349778,10134.0,14,0,2,0,0.0
0,0.017246807,84,0,0.014819805,5937.0,20,0,0,0,0.0
1,0.9999999,39,2,0.136668092,7016.0,5,1,1,0,0.0
0,0.451836162,49,2,0.391418309,10300.0,12,0,1,0,3.0
0,0.0,73,0,872.0,,10,0,0,0,0.0
0,0.196468417,32,0,0.476511655,8450.0,8,0,6,0,0.0
0,0.000988989,78,0,0.000239981,4166.0,4,0,0,0,1.0
0,0.435282962,44,0,0.309995826,9583.0,8,0,2,0,0.0
0,0.01189039,37,0,0.168979745,5331.0,10,0,1,0,2.0
0,0.008103891,60,0,3713.0,,11,0,2,0,0.0
0,0.010209275,49,0,0.2197733,3175.0,12,0,0,0,0.0
0,0.880158455,54,0,0.561485246,7082.0,11,0,2,0,2.0
0,0.02521115,70,0,70.0,,7,0,0,0,0.0
0,0.01626805,45,1,0.084718208,11071.0,9,0,1,0,1.0
0,0.032216346,73,0,0.502368006,5700.0,9,0,2,0,0.0
0,0.132750679,42,0,2865.0,,6,0,2,0,0.0
0,0.390412412,37,1,0.296876383,11300.0,15,0,2,0,4.0
0,0.797239485,40,0,1.073785243,5000.0,13,0,2,0,2.0
0,0.055294471,57,0,0.227755362,9417.0,9,0,2,0,1.0
0,0.0,62,0,0.344275954,6000.0,9,0,2,0,0.0
0,0.66089757,59,0,0.532781031,7000.0,22,0,1,0,0.0
0,0.9999999,22,98,0.0,201.0,0,98,0,98,0.0
0,0.100968913,77,0,0.346706662,8000.0,14,0,2,0,0.0
0,0.0,41,0,704.0,,4,0,0,0,3.0
0,0.007209167,76,0,0.004213101,7357.0,16,0,0,0,0.0
0,0.0,30,0,0.0,1400.0,2,0,0,0,0.0
0,0.92296719,22,0,0.12195122,2500.0,3,0,0,0,0.0
0,0.533223339,53,0,0.278917401,25641.0,8,0,2,0,3.0
0,0.054023649,65,0,0.184305256,4166.0,2,0,1,0,0.0
0,0.0,46,0,0.288265306,5095.0,3,0,1,0,0.0
0,0.179472563,68,0,0.304555896,5223.0,7,0,2,0,1.0
0,0.172171709,61,0,0.501982161,4035.0,12,0,1,0,0.0
0,0.11542386,72,0,0.825292026,1968.0,5,0,2,0,0.0
0,0.070136751,47,0,0.138300405,4200.0,11,0,1,0,1.0
0,0.031714676,51,0,2631.0,,18,0,1,0,4.0
1,1.123505976,53,1,0.205621302,6083.0,10,0,0,0,0.0
0,0.02937194,68,0,0.003331945,2400.0,3,0,0,0,0.0
0,0.933418378,36,0,1.393450185,2167.0,14,0,1,0,4.0
0,0.027358744,49,0,0.348046677,7883.0,8,0,2,0,1.0
0,0.01820662,54,0,0.119704571,7175.0,6,0,1,0,0.0
0,1.075189975,35,0,0.229395801,7000.0,5,1,0,1,0.0
0,0.195530059,30,0,0.265402147,6800.0,14,0,2,0,0.0
0,0.282994982,54,0,0.892575928,5333.0,23,0,2,0,0.0
0,0.019466018,63,0,0.203977177,11917.0,4,0,2,0,1.0
0,0.071229452,59,0,0.706850926,3400.0,13,0,2,0,1.0
0,9.19e-05,64,0,275.0,,11,0,0,0,0.0
0,0.34002458,58,0,0.188422247,2642.0,20,0,0,0,0.0
0,0.031786128,55,0,9.0,,1,0,0,0,0.0
0,0.098581725,24,0,0.194573367,2800.0,7,0,0,0,0.0
1,0.9999999,54,1,476.0,,1,5,0,0,0.0
0,0.262447305,33,0,0.738815296,4000.0,12,0,1,0,0.0
0,0.657666545,43,0,0.408327334,8333.0,15,0,1,0,2.0
0,0.194652464,43,1,0.826902047,6400.0,21,0,2,0,4.0
0,0.132795177,52,0,0.178269089,12166.0,9,0,2,0,0.0
0,0.645844843,71,1,0.318030999,22000.0,24,0,2,0,0.0
0,0.019291848,54,0,863.0,,8,0,2,0,0.0
0,0.134308477,75,1,0.269367158,7331.0,12,1,1,0,1.0
0,0.882419116,54,0,0.30988092,11000.0,25,3,0,0,2.0
0,0.6053933,49,1,0.635458549,5222.0,14,0,1,0,0.0
0,0.788205886,49,0,0.531861724,2400.0,6,0,1,0,0.0
0,0.153124699,63,0,3028.0,,16,0,1,0,
0,0.137229658,57,0,0.169584193,20850.0,16,0,2,0,3.0
0,0.689773566,45,0,0.581543035,7400.0,15,0,2,0,0.0
0,0.114987272,67,0,0.439883646,6187.0,14,0,1,0,0.0
0,0.913534498,41,0,1593.0,,9,0,0,0,3.0
0,0.117195312,53,0,0.444511098,3333.0,6,0,1,0,0.0
0,0.033895016,59,0,0.376862745,5099.0,8,0,1,0,0.0
0,0.0,59,0,1366.0,,6,0,2,0,0.0
0,0.126161843,31,0,0.406318736,5000.0,7,0,2,0,0.0
0,0.027072988,56,0,2772.0,,7,0,1,0,0.0
0,0.009011366,42,0,2627.0,,10,0,2,0,
0,0.106121513,55,0,0.495267298,7500.0,8,0,1,0,1.0
0,0.126387361,52,0,0.02292769,1700.0,2,0,0,0,0.0
1,0.85618493,39,0,0.357607065,6000.0,4,0,2,0,0.0
0,0.642401022,69,0,2104.0,,6,0,1,0,0.0
0,1.051089406,25,0,0.035990403,3750.0,3,0,0,0,0.0
0,0.69652437,42,0,0.615297392,9700.0,12,0,2,0,1.0
0,0.820830831,44,0,0.61610467,9400.0,5,0,2,0,0.0
0,0.344403971,65,0,0.367013999,9500.0,8,0,1,0,1.0
0,0.029988843,84,0,0.014746313,4000.0,10,0,0,0,0.0
0,0.138771256,43,2,0.256754072,10067.0,10,0,2,1,1.0
0,0.342754758,44,1,0.251147267,7190.0,11,0,2,0,2.0
0,0.041897905,57,0,0.209089035,9703.0,12,0,2,0,2.0
0,0.061990463,26,0,0.17988008,1500.0,6,0,0,0,0.0
0,0.108191439,31,0,0.274952015,2083.0,6,0,0,0,0.0
0,0.0,46,0,0.174484613,3346.0,5,0,1,0,0.0
0,0.771742164,56,0,2808.0,,9,0,2,0,0.0
0,0.780246462,63,0,0.369895599,15133.0,13,0,2,0,0.0
0,0.196380858,62,0,387.0,,11,0,0,0,3.0
0,0.00465228,60,0,0.00591466,2366.0,10,0,0,0,1.0
0,0.017455834,42,0,0.146694523,6700.0,14,0,1,0,0.0
0,0.102288297,53,0,1653.0,,6,0,1,0,0.0
0,0.000633987,71,0,0.179982002,10000.0,9,0,2,0,1.0
0,0.050197294,54,0,1594.0,,9,0,1,0,1.0
0,0.18488948,57,0,0.240144734,5250.0,8,0,1,0,0.0
0,0.032509988,39,0,0.454898807,7460.0,24,0,2,0,1.0
0,0.143435159,59,0,0.860308025,3700.0,31,0,3,0,0.0
1,1.562396007,32,0,788.0,,5,0,0,3,0.0
0,0.389300613,41,0,0.410359672,7200.0,11,0,2,0,3.0
0,0.094624161,54,0,0.433300517,8125.0,9,0,1,0,0.0
1,0.973428509,48,0,0.637963648,12158.0,16,0,3,0,4.0
0,0.099315199,54,1,0.456644247,5500.0,20,0,2,0,1.0
0,0.519917473,70,0,1968.0,,4,0,1,0,1.0
0,0.421604299,32,1,0.181204699,4000.0,6,0,0,0,0.0
0,0.666573648,61,0,5334.0,,8,0,2,0,2.0
0,0.322226259,63,0,0.680886519,6000.0,15,0,2,1,1.0
0,0.002590791,64,0,1.0,0.0,5,0,0,0,0.0
0,0.286793612,41,0,0.228554289,5000.0,10,0,1,0,0.0
0,0.119377455,40,0,0.292341532,5000.0,8,0,2,0,1.0
0,0.011460245,80,0,464.0,,6,0,0,0,0.0
0,0.016578657,66,0,0.00539892,5000.0,6,0,0,0,1.0
0,0.691542289,26,1,0.099214847,1400.0,2,0,0,0,1.0
0,0.00930538,68,0,430.0,,12,0,1,0,0.0
0,0.013757159,50,0,0.282382341,2400.0,8,0,1,0,0.0
0,0.01999964,57,0,0.36152594,14128.0,12,0,2,0,1.0
0,0.040186857,47,0,0.363599265,4900.0,14,0,1,0,3.0
0,0.091341088,47,0,681.0,,4,0,1,0,0.0
0,0.279037174,75,0,0.094226443,4000.0,6,0,0,0,0.0
0,0.036842807,78,0,380.0,0.0,3,0,0,0,0.0
0,0.0,72,0,0.0,3339.0,11,0,0,0,0.0
0,0.9999999,52,0,0.107473132,4000.0,2,0,0,0,0.0
0,0.430505672,51,0,0.382286634,3104.0,9,0,3,0,0.0
0,0.965595188,69,0,12.71013932,2583.0,14,0,1,0,0.0
0,0.078510744,61,0,0.07768094,5277.0,11,0,1,0,0.0
0,0.001630676,58,0,2246.0,,27,0,2,0,1.0
0,0.26289236,52,0,0.364815997,4700.0,8,0,1,0,0.0
0,0.00059996,91,0,0.0,,4,0,0,0,
0,0.023067923,63,0,1.30989011,1819.0,13,0,2,0,0.0
0,0.59697427,59,2,0.379077353,8583.0,18,0,2,0,0.0
0,0.062290154,68,0,0.04373102,11524.0,7,0,0,0,0.0
0,0.849766413,41,0,0.218520986,1500.0,6,0,0,0,3.0
1,0.999333555,42,2,0.610770089,3583.0,9,5,1,0,0.0
0,0.957217113,25,0,0.779026217,800.0,5,0,0,0,1.0
0,0.011382864,30,1,0.101694915,2300.0,5,0,0,0,0.0
0,0.012602567,50,0,0.081209609,8200.0,5,0,0,0,1.0
0,0.141380265,53,1,0.146405991,22300.0,14,0,1,0,1.0
0,0.606388072,76,0,0.15202525,1900.0,4,0,0,0,0.0
0,0.206089278,68,0,0.502622243,12965.0,12,0,2,0,2.0
0,0.073679943,49,0,0.335686053,10625.0,12,0,1,0,2.0
0,0.315216315,31,0,1.104456825,1435.0,10,0,2,0,0.0
0,0.046883007,83,0,0.40960727,3080.0,15,0,1,0,1.0
0,0.487683528,50,1,299.0,,2,0,0,0,0.0
1,0.049967339,59,0,0.033861621,14322.0,15,0,0,0,0.0
0,0.019353194,78,0,0.23932335,3605.0,13,0,1,0,0.0
0,0.080314929,42,0,0.433962264,4663.0,21,0,2,0,1.0
0,0.060603245,72,0,0.309714607,7112.0,14,0,2,0,1.0
0,0.058063454,33,0,0.918121847,2576.0,5,0,1,0,0.0
0,0.668438859,51,0,0.486568089,12916.0,11,0,3,0,1.0
0,0.091045453,62,0,0.874382885,14583.0,24,0,10,0,0.0
0,0.9999999,37,0,0.203265578,3000.0,2,0,1,0,0.0
0,0.405617556,30,0,0.358940177,6000.0,11,0,1,0,1.0
0,0.992857245,61,0,0.648763681,4933.0,7,0,1,0,2.0
0,0.097246527,66,0,679.0,,5,0,0,0,0.0
0,0.139370786,54,0,0.160861444,9100.0,10,0,0,0,2.0
0,0.697358603,31,0,0.86115932,2880.0,8,0,1,0,0.0
0,0.170052981,53,0,0.048600884,2036.0,4,0,0,0,0.0
0,0.0,54,0,0.257556603,8700.0,5,0,2,0,0.0
1,0.9999999,32,0,190.0,,2,0,0,0,0.0
0,0.0,40,0,0.191472114,6167.0,4,0,0,0,0.0
0,0.022726198,48,0,0.37614399,9833.0,14,0,2,0,0.0
0,0.061104961,44,0,0.657801987,3120.0,8,0,2,0,2.0
0,0.674665067,46,0,3053.0,,6,0,1,0,0.0
0,0.38149407,79,0,0.299793684,6300.0,15,0,2,0,0.0
0,0.362955593,49,1,0.707406815,6250.0,12,0,2,0,1.0
0,0.644379801,65,0,425.0,,1,0,0,0,
0,0.10979268,41,1,0.262924569,30000.0,6,0,2,0,3.0
0,0.208141868,36,0,961.0,,7,0,0,0,1.0
0,0.30728212,80,1,0.298500357,4200.0,7,1,2,0,0.0
0,0.025187804,47,0,0.124925005,15000.0,6,0,1,0,4.0
0,0.9999999,45,0,0.384199865,5923.0,12,0,1,0,1.0
0,0.072512448,43,1,0.203215371,10200.0,15,0,2,0,5.0
0,0.637064322,29,0,3066.0,,12,0,3,0,0.0
0,638.0,35,0,0.972864896,3500.0,9,0,2,0,2.0
0,0.851821636,50,0,0.69065713,6710.0,16,0,5,0,0.0
0,0.019430699,43,0,0.009006259,6550.0,8,0,0,0,0.0
0,0.316803517,41,0,0.169721495,4200.0,7,0,0,0,0.0
0,0.970686209,50,0,0.101353697,2880.0,3,0,0,0,1.0
0,0.320370924,56,1,5903.0,,10,0,4,0,0.0
0,0.9999999,61,2,0.00259948,5000.0,2,1,0,0,1.0
0,0.034413715,50,0,0.014513788,6200.0,3,0,0,0,0.0
0,0.130546923,55,1,0.212275035,6500.0,6,0,1,0,2.0
0,0.173767359,64,0,0.49741837,13750.0,11,0,2,0,1.0
0,0.272541498,48,0,2492.0,,14,0,1,0,0.0
0,0.22625383,26,0,0.538820393,3000.0,6,0,1,0,1.0
0,0.656813113,36,0,0.381736831,4916.0,12,0,1,0,2.0
0,0.286952067,34,0,0.461544871,12000.0,17,0,1,0,3.0
0,0.046456465,30,0,0.106978604,5000.0,5,0,0,0,0.0
0,0.892273705,31,0,0.185230661,5700.0,4,0,0,0,0.0
0,0.016877029,58,0,0.189306672,4600.0,23,0,2,0,0.0
0,0.9999999,49,98,0.0,3000.0,0,98,0,98,0.0
0,0.606583175,49,3,0.727017763,3208.0,13,0,2,0,1.0
0,0.966330119,77,0,0.575914586,6368.0,26,0,2,0,1.0
0,0.029024274,50,0,0.154417223,4040.0,6,0,1,0,1.0
0,1.023501763,40,0,0.30823059,3000.0,6,0,0,0,2.0
0,0.048694686,26,0,0.103166987,2083.0,2,0,0,0,0.0
0,0.470028859,46,0,0.490859959,6290.0,16,0,2,0,2.0
0,0.0,72,0,993.0,,6,0,1,0,0.0
0,0.111960639,45,0,0.434085096,4300.0,5,0,1,0,4.0
1,0.870784043,38,0,0.547556555,8000.0,10,0,3,0,3.0
0,0.0,73,0,10.0,,5,0,0,0,0.0
0,0.563012341,56,3,0.50281767,5500.0,11,1,1,0,0.0
1,0.425249169,23,0,0.002497918,1200.0,2,0,0,0,0.0
0,0.509143421,66,0,0.29312192,14000.0,10,0,2,0,0.0
0,0.715593491,47,0,0.697426651,6100.0,16,0,1,0,4.0
1,0.975341553,34,0,0.283177109,4053.0,4,1,1,0,0.0
0,0.9999999,49,1,0.0,3100.0,0,0,0,0,1.0
0,0.711105943,36,0,0.199872693,6283.0,6,0,0,0,1.0
0,0.760825459,70,0,0.289067975,2853.0,10,0,0,0,0.0
0,0.114170378,53,0,0.675639155,18500.0,18,0,8,0,2.0
0,0.904641136,43,0,0.815211372,5416.0,16,0,1,0,1.0
0,0.252200467,28,2,0.169929196,2400.0,14,0,0,1,2.0
1,0.9999999,59,0,159.0,,1,0,0,0,0.0
0,0.02361274,71,0,0.69516935,1800.0,21,0,1,0,0.0
0,0.461426929,57,0,0.237813302,15200.0,8,0,2,0,2.0
0,0.536546345,51,0,0.083346665,6250.0,2,0,0,0,0.0
0,0.310739498,53,0,0.485025093,6176.0,12,0,1,0,0.0
0,0.420774892,67,0,0.371628796,4708.0,7,0,1,0,0.0
1,0.9999999,23,0,0.089385475,1789.0,0,1,0,0,0.0
0,0.570373297,43,0,1.144781145,5939.0,16,0,3,0,0.0
0,0.240357393,58,2,0.394343781,8167.0,14,0,1,0,3.0
0,0.029957961,70,0,0.164688857,3454.0,6,0,1,0,0.0
0,1.011293453,49,1,0.264999155,5916.0,6,0,1,0,3.0
0,0.025858911,48,1,0.236325138,8500.0,7,0,2,0,2.0
0,0.340612367,34,0,0.364885973,3200.0,8,0,1,0,1.0
0,0.00909442,71,0,1680.0,,7,0,2,0,0.0
0,0.685296791,54,0,1.398001665,1200.0,11,0,1,0,1.0
0,0.135372925,54,0,0.349810276,9750.0,6,0,3,0,1.0
0,0.105185975,44,0,0.467237993,5600.0,4,0,2,0,0.0
0,0.035085855,48,0,0.118888111,10000.0,9,0,1,0,2.0
0,0.590783479,44,0,0.5940771,11750.0,8,0,2,0,1.0
0,0.00897972,59,0,2525.0,,19,0,2,0,0.0
0,0.016652721,53,0,0.069331668,1600.0,7,0,0,0,0.0
0,0.843595411,66,3,602.0,,8,0,0,0,0.0
1,1.192563569,39,1,0.943906318,6916.0,20,1,2,1,1.0
0,0.034871199,67,0,0.024390244,2500.0,6,0,0,0,0.0
0,0.104566608,53,0,0.1433213,2769.0,9,0,0,0,1.0
0,0.048851324,47,0,0.339830314,4360.0,14,0,2,0,0.0
0,0.037539526,78,0,119.0,,3,0,0,0,0.0
0,0.684344956,48,0,0.465553445,10000.0,12,0,3,0,2.0
0,0.283844843,82,0,0.411278496,7500.0,9,0,2,0,0.0
0,0.404169326,41,0,0.213196701,4000.0,3,0,1,0,2.0
0,0.089837931,69,0,0.491143911,5419.0,21,0,3,0,0.0
0,0.826173826,32,1,1481.0,,4,0,1,0,0.0
0,0.166854143,83,0,40.0,,2,0,0,0,
0,0.056459467,47,1,0.331195697,4833.0,10,0,1,0,2.0
0,0.030391772,56,0,0.125,8303.0,2,0,1,0,1.0
0,0.07865246,75,0,0.172977885,3300.0,9,0,1,0,0.0
0,0.029107321,84,0,0.010663112,3000.0,9,0,0,0,0.0
0,0.823627288,32,0,0.08041958,857.0,4,0,0,0,0.0
0,0.059429358,82,0,0.005808971,10500.0,11,0,0,0,0.0
0,0.008599364,82,0,0.003085362,5833.0,9,0,0,0,0.0
0,0.073365231,48,0,0.384608012,10433.0,10,0,2,0,2.0
0,0.032840377,70,0,0.10603559,5450.0,6,0,2,0,0.0
1,0.962207558,58,0,0.795918367,440.0,5,0,0,1,1.0
0,0.482583201,44,0,0.182802866,6000.0,9,0,0,0,0.0
0,0.097719837,49,0,0.093037777,3202.0,8,0,0,0,0.0
0,0.21586648,57,0,0.35353851,6400.0,8,0,1,0,2.0
0,0.9999999,33,0,158.0,,2,0,0,0,
0,0.00290425,46,0,6185.0,,12,0,3,0,3.0
0,0.424590204,59,0,0.537378733,5256.0,5,0,1,0,0.0
0,0.182241799,42,1,0.271432142,4000.0,9,0,0,0,2.0
1,0.930043723,28,2,0.118529097,2800.0,4,0,0,2,0.0
0,0.001190063,54,0,0.366737029,9000.0,9,0,2,0,0.0
0,0.887311269,44,0,0.064587083,5000.0,2,0,0,0,2.0
0,0.04519548,40,0,0.086652225,6000.0,5,0,0,0,0.0
0,0.001452015,41,0,3280.0,,6,0,1,0,0.0
0,0.070244146,63,0,25.0,,2,0,0,0,0.0
0,1.016319869,42,0,0.157800785,2800.0,2,0,0,0,0.0
0,0.889541716,37,1,0.37607704,1972.0,4,0,0,0,0.0
0,0.196089365,27,0,0.607998334,4800.0,10,0,2,0,0.0
0,0.203186909,65,0,0.328053756,4166.0,17,0,0,0,0.0
0,0.041281409,57,0,0.355669745,14400.0,13,0,2,0,3.0
0,0.242039741,38,0,0.394555645,6244.0,7,0,1,0,3.0
0,0.924075503,67,0,16788.0,,12,0,1,0,0.0
0,0.018999627,70,0,0.005499083,6000.0,5,0,0,0,0.0
0,0.0,36,0,0.0,1000.0,3,0,0,0,0.0
0,0.172101267,40,0,0.34624032,4002.0,15,0,0,0,3.0
0,0.073785243,46,0,0.290677331,4000.0,8,0,0,0,2.0
0,0.730878187,32,0,0.935907336,2589.0,7,0,1,0,0.0
0,0.449945078,33,0,0.202387545,16250.0,11,0,2,0,1.0
0,0.0,69,0,0.0,,2,0,0,0,
0,0.089995187,58,0,0.457565116,6833.0,5,0,1,0,2.0
0,0.631827866,67,0,0.301196809,7519.0,7,0,0,0,3.0
0,0.0,47,0,3723.0,,10,0,3,1,2.0
0,0.568915427,66,0,1.130217446,4000.0,11,0,1,0,0.0
0,0.681451509,60,0,0.187431574,13700.0,12,0,1,0,1.0
0,0.647706934,51,2,0.538684319,7250.0,14,1,2,0,3.0
0,0.891658258,49,0,1.203084833,3500.0,9,0,2,0,1.0
0,0.000122447,54,0,690.0,,11,0,1,0,
0,0.360092628,48,0,0.273480466,14000.0,7,0,2,0,3.0
0,0.169084761,76,0,0.027794441,5000.0,7,0,0,0,0.0
0,0.0,31,0,0.350680071,1690.0,7,0,0,0,0.0
0,0.872517706,61,5,1518.0,,13,0,2,0,0.0
1,0.820257489,73,1,0.588342857,4374.0,9,2,2,0,0.0
1,0.429098881,63,0,0.523548518,4925.0,14,0,1,0,1.0
0,0.009453972,48,0,0.315326071,6700.0,9,0,0,0,0.0
0,0.019234552,41,0,0.113604488,4990.0,13,0,0,0,0.0
0,0.9999999,22,0,0.0,0.0,1,0,0,0,0.0
0,0.333650756,45,1,0.328614009,4025.0,3,0,1,0,2.0
0,0.0,41,2,0.0,7446.0,1,0,0,0,0.0
0,0.269839031,70,0,0.244086148,8496.0,9,0,1,0,0.0
0,0.067905603,49,0,0.048299892,8322.0,3,0,0,0,0.0
0,0.9999999,46,0,1960.0,,5,0,1,0,
0,0.995201919,77,0,0.359875905,2900.0,2,0,1,0,1.0
0,0.010366321,66,0,415.0,,2,0,0,0,0.0
0,0.120478223,58,0,292.0,,12,0,0,0,1.0
0,3046.0,57,1,0.31292177,4000.0,4,0,0,0,0.0
0,0.323988,65,0,0.302739452,5000.0,5,0,1,0,0.0
0,0.020536084,61,0,0.065804935,5105.0,3,0,0,0,0.0
0,0.015423481,26,0,0.001129518,2655.0,2,0,0,0,1.0
0,0.047261218,42,0,0.23766482,30866.0,14,0,4,0,0.0
0,0.018954115,73,0,0.007496252,3334.0,5,0,0,0,0.0
0,0.009202861,46,0,0.002662579,12393.0,6,0,0,0,0.0
0,0.618149379,62,0,3967.0,,14,0,3,0,4.0
0,0.0,29,0,0.0,1150.0,1,0,0,0,0.0
0,0.067940516,74,1,0.476904619,5000.0,12,0,3,0,0.0
0,0.051303711,34,0,1720.0,,6,0,1,0,0.0
0,0.237793844,59,0,0.366807376,4500.0,10,0,0,0,2.0
0,0.534244779,37,0,0.225618945,4644.0,5,0,0,0,0.0
0,0.310951514,30,0,0.094572025,4789.0,7,0,0,0,3.0
0,0.004120596,56,0,0.208,5749.0,11,0,1,0,0.0
0,0.002229654,65,0,0.006973644,9750.0,4,0,0,0,0.0
1,0.142732024,48,0,0.390227082,20300.0,22,0,5,0,3.0
0,0.563878225,41,0,0.534774067,2544.0,8,0,0,0,2.0
0,0.01619919,42,1,0.602879424,5000.0,15,0,1,0,2.0
0,0.028708086,37,0,1.108039132,4701.0,19,0,2,0,1.0
0,0.0,59,0,0.207597646,14951.0,4,0,1,0,1.0
0,0.032993218,46,0,0.331172937,6325.0,8,0,2,0,1.0
0,0.404838224,55,0,5171.0,,10,0,2,0,0.0
0,0.9999999,45,0,0.23915217,5000.0,5,0,1,0,0.0
0,0.167363132,64,0,0.234269953,5800.0,13,0,1,0,1.0
0,0.022152142,57,0,2182.0,,8,0,1,1,0.0
0,0.284935753,48,0,0.320035461,6767.0,8,0,2,0,3.0
0,0.9999999,38,0,99.0,,1,0,0,0,0.0
0,0.068659198,65,0,0.414105941,3416.0,8,0,1,0,0.0
0,0.0,59,0,958.0,,3,0,2,0,0.0
0,0.212782541,35,0,0.58167675,3470.0,10,0,2,0,0.0
0,0.20100715,53,0,0.375683635,7130.0,14,0,3,0,1.0
0,0.018534453,66,0,0.006569552,3500.0,6,0,0,0,0.0
0,0.061270871,44,0,0.209108848,18750.0,6,0,2,0,4.0
0,0.185114426,67,0,0.55606342,7000.0,17,0,6,0,0.0
0,0.425072804,35,1,2461.0,0.0,8,0,1,0,3.0
0,0.817716661,41,0,0.351308232,3133.0,3,0,1,0,1.0
0,0.01904154,87,0,10.0,,2,0,0,0,0.0
1,0.0,46,1,0.258632182,7500.0,11,0,1,0,2.0
0,0.0,50,0,0.364046734,3765.0,7,0,3,0,1.0
1,0.799868874,47,2,0.518716578,4300.0,6,0,2,0,0.0
1,0.9999999,35,1,0.306203082,2530.0,7,0,0,0,0.0
0,0.019350551,59,0,1271.0,,17,0,2,0,0.0
0,0.472825594,43,1,0.774445111,5000.0,12,0,2,0,2.0
0,0.424943342,48,0,0.283429143,4000.0,12,0,0,0,0.0
0,0.216947089,50,0,0.462985004,4200.0,10,0,0,0,2.0
0,0.492743962,51,2,0.351968986,4900.0,7,1,1,0,0.0
0,0.538922156,33,0,0.089734211,4100.0,3,0,0,0,0.0
0,0.9999999,60,0,0.028959934,9633.0,1,0,0,0,0.0
0,0.025488322,46,0,0.111483655,8350.0,4,0,1,0,5.0
0,0.847438408,28,1,0.090181964,5000.0,5,0,0,0,1.0
0,0.113042359,53,2,0.242149664,6400.0,9,0,1,0,0.0
0,0.048480638,49,0,0.175874888,7800.0,14,0,2,0,2.0
0,0.035849157,49,0,0.433427762,3176.0,8,0,2,0,0.0
0,0.010267393,75,0,0.213551791,3600.0,6,0,1,0,0.0
0,1.006570803,42,1,0.463307013,4305.0,4,0,1,0,2.0
0,0.041228219,59,0,0.085832949,6500.0,5,0,0,0,0.0
0,0.058635031,58,0,0.515388628,1916.0,6,0,0,0,1.0
0,0.252001761,52,0,0.380080996,6666.0,20,0,2,0,2.0
0,0.02779651,48,0,0.450708137,3600.0,9,0,1,0,0.0
