date,log
08/01/2011,9.098067129
09/01/2011,10.87810379
10/01/2011,9.382695764
11/01/2011,9.198976042
12/01/2011,8.621192781
13/01/2011,8.61323038
14/01/2011,8.695171999
15/01/2011,8.720297287
16/01/2011,9.500319803
17/01/2011,9.34757739
18/01/2011,8.783702699
19/01/2011,8.702177866
20/01/2011,8.682199026
21/01/2011,8.483636408
22/01/2011,8.409162447
23/01/2011,8.973097896
24/01/2011,9.550306498
25/01/2011,8.786303878
26/01/2011,8.608130186
27/01/2011,8.494947582
28/01/2011,8.448700195
29/01/2011,8.191740021
30/01/2011,8.380915173
31/01/2011,9.073947747
01/02/2011,8.356085031
02/02/2011,8.348537825
03/02/2011,8.53503311
04/02/2011,8.434897949
05/02/2011,8.53542596
06/02/2011,8.991686726
07/02/2011,9.777130364
08/02/2011,8.63887971
09/02/2011,8.283241441
10/02/2011,8.273336599
11/02/2011,8.159088655
12/02/2011,7.913521017
13/02/2011,7.840706452
14/02/2011,8.02486215
15/02/2011,7.971430998
16/02/2011,8.477828468
17/02/2011,7.957877358
18/02/2011,8.023552392
19/02/2011,7.549082711
20/02/2011,7.519692404
21/02/2011,7.871692664
22/02/2011,7.681560363
23/02/2011,7.732369222
24/02/2011,7.782390336
25/02/2011,7.656337166
26/02/2011,7.483244416
27/02/2011,7.598900457
28/02/2011,7.786136438
01/03/2011,7.750614733
02/03/2011,7.764720545
03/03/2011,7.704811923
04/03/2011,7.658699558
05/03/2011,7.347299701
06/03/2011,7.544332108
07/03/2011,7.747164967
08/03/2011,7.688913337
09/03/2011,7.770645234
10/03/2011,7.6118424
11/03/2011,7.487733761
12/03/2011,7.557472902
13/03/2011,7.568379268
14/03/2011,7.525639975
15/03/2011,7.661997559
16/03/2011,7.416378479
17/03/2011,7.443663683
18/03/2011,7.316548177
19/03/2011,7.17472431
20/03/2011,7.247792582
21/03/2011,7.41397029
22/03/2011,7.529406458
23/03/2011,7.639642288
24/03/2011,8.269756948
25/03/2011,8.331345425
26/03/2011,7.784473236
27/03/2011,7.480992163
28/03/2011,7.58781722
29/03/2011,7.671826798
30/03/2011,7.59739632
31/03/2011,7.677400431
01/04/2011,7.484368643
02/04/2011,7.261225092
03/04/2011,7.392031568
04/04/2011,7.428333194
05/04/2011,7.557472902
06/04/2011,7.488852956
07/04/2011,7.427144133
08/04/2011,8.215276959
09/04/2011,8.493719835
10/04/2011,8.14322675
11/04/2011,8.121777419
12/04/2011,8.207946941
13/04/2011,8.519789817
14/04/2011,8.574707098
15/04/2011,8.047829357
16/04/2011,7.487733761
17/04/2011,7.566311015
18/04/2011,7.997663127
19/04/2011,8.00836557
20/04/2011,7.914983006
21/04/2011,7.880426344
22/04/2011,7.848933726
23/04/2011,7.508238775
24/04/2011,7.660585462
25/04/2011,8.027476531
26/04/2011,8.100464891
27/04/2011,8.180880942
28/04/2011,8.333510709
29/04/2011,8.641002477
30/04/2011,8.463159303
01/05/2011,8.012018239
02/05/2011,7.795646536
03/05/2011,7.705712824
04/05/2011,7.778630147
05/05/2011,7.812378206
06/05/2011,7.561641746
07/05/2011,7.263329617
08/05/2011,7.355641103
09/05/2011,7.474772182
10/05/2011,7.534228326
11/05/2011,7.629975707
12/05/2011,7.626082758
13/05/2011,7.444833274
14/05/2011,7.119635638
15/05/2011,7.370230642
16/05/2011,7.541152455
17/05/2011,7.513709248
18/05/2011,7.590346946
19/05/2011,7.54802897
20/05/2011,7.368339686
21/05/2011,7.113142109
22/05/2011,7.237059026
23/05/2011,7.487173694
24/05/2011,7.612336837
25/05/2011,8.217168596
26/05/2011,7.6666902
27/05/2011,7.326465614
28/05/2011,7.093404626
29/05/2011,7.139660336
30/05/2011,7.40367029
31/05/2011,7.425953657
01/06/2011,7.437795122
02/06/2011,7.553286606
03/06/2011,7.321849714
04/06/2011,7.103322063
05/06/2011,7.110696123
06/06/2011,7.482118924
07/06/2011,7.545918151
08/06/2011,7.327780538
09/06/2011,7.21964204
10/06/2011,7.363279587
11/06/2011,7.188412736
12/06/2011,7.250635512
13/06/2011,7.45007957
14/06/2011,7.197435354
15/06/2011,7.419380583
16/06/2011,7.379632153
17/06/2011,7.403061091
18/06/2011,7.515889085
19/06/2011,7.637234389
20/06/2011,7.526178913
21/06/2011,7.318539549
22/06/2011,7.382124366
23/06/2011,7.749753406
24/06/2011,7.676009932
25/06/2011,7.26612878
26/06/2011,7.583247524
27/06/2011,7.566828479
28/06/2011,7.560080465
29/06/2011,7.632885505
30/06/2011,7.500529485
01/07/2011,7.423568444
02/07/2011,7.390181428
03/07/2011,7.210079628
04/07/2011,7.945555428
05/07/2011,7.599901959
06/07/2011,7.562681247
07/07/2011,7.6118424
08/07/2011,8.999989642
09/07/2011,8.737933858
10/07/2011,8.267962305
11/07/2011,7.779048645
12/07/2011,7.578656851
13/07/2011,7.605392365
14/07/2011,8.291797105
15/07/2011,7.617759577
16/07/2011,7.358830898
17/07/2011,7.686621335
18/07/2011,7.753623547
19/07/2011,7.779048645
20/07/2011,8.057060682
21/07/2011,7.898411093
22/07/2011,7.797291274
23/07/2011,7.515344571
24/07/2011,7.482681828
25/07/2011,7.886832999
26/07/2011,8.397282895
27/07/2011,8.267705665
28/07/2011,8.236155662
29/07/2011,8.388905171
30/07/2011,9.078864009
31/07/2011,9.632990305
01/08/2011,8.947806093
02/08/2011,8.539345996
03/08/2011,8.347827346
04/08/2011,8.32530603
05/08/2011,8.255568653
06/08/2011,8.097121931
07/08/2011,8.135932772
08/08/2011,8.018954683
09/08/2011,8.086102536
10/08/2011,8.133293861
11/08/2011,8.049746291
12/08/2011,8.190631681
13/08/2011,8.04334217
14/08/2011,8.438149984
15/08/2011,8.107418812
16/08/2011,8.168769824
17/08/2011,8.174702882
18/08/2011,8.291295852
19/08/2011,8.305978211
20/08/2011,8.423102268
21/08/2011,8.756210092
22/08/2011,8.725832057
23/08/2011,8.707482918
24/08/2011,8.510772624
25/08/2011,8.702177866
26/08/2011,8.580543507
27/08/2011,9.225426009
28/08/2011,8.411165787
29/08/2011,8.451907725
30/08/2011,8.77183541
31/08/2011,8.238801166
01/09/2011,8.157083785
03/09/2011,8.03915739
04/09/2011,8.118505068
05/09/2011,9.185637759
06/09/2011,9.152393412
07/09/2011,9.02617712
08/09/2011,9.742261904
09/09/2011,10.08284639
10/09/2011,9.11107237
11/09/2011,9.73878978
12/09/2011,9.614938438
13/09/2011,9.348013177
14/09/2011,8.554296279
15/09/2011,8.449556543
16/09/2011,8.430545385
17/09/2011,8.605387202
18/09/2011,9.219894585
19/09/2011,9.50076867
20/09/2011,9.522300337
21/09/2011,8.478868077
22/09/2011,8.283494126
23/09/2011,8.26898821
24/09/2011,8.283241441
25/09/2011,9.030136571
26/09/2011,10.25255866
27/09/2011,9.166597449
28/09/2011,8.275376375
29/09/2011,8.34664209
30/09/2011,8.42156296
01/10/2011,8.19450551
02/10/2011,8.877660934
03/10/2011,8.994172434
04/10/2011,9.556762939
05/10/2011,8.414495793
06/10/2011,8.311398278
07/10/2011,8.365672384
08/10/2011,8.149023868
09/10/2011,8.968268811
10/10/2011,8.88322423
11/10/2011,8.70450229
12/10/2011,8.232971791
13/10/2011,8.173011312
14/10/2011,8.13446757
15/10/2011,8.834336974
16/10/2011,9.089753409
17/10/2011,9.01079127
18/10/2011,8.717518373
19/10/2011,8.422003004
21/10/2011,8.207129168
22/10/2011,8.054840221
23/10/2011,8.831565879
24/10/2011,10.18274675
25/10/2011,8.809862805
26/10/2011,8.76013937
27/10/2011,8.885025658
28/10/2011,8.561592779
29/10/2011,8.24957515
30/10/2011,9.356602879
31/10/2011,9.127502094
01/11/2011,8.791029857
02/11/2011,8.65347081
03/11/2011,8.743372131
04/11/2011,8.867427439
05/11/2011,8.440096141
06/11/2011,9.375685305
07/11/2011,9.741027445
08/11/2011,8.836228572
09/11/2011,8.461046031
10/11/2011,8.216358332
11/11/2011,8.228443883
12/11/2011,8.047189562
13/11/2011,9.072341874
14/11/2011,9.467614782
15/11/2011,8.986696696
16/11/2011,8.43923165
17/11/2011,8.42398081
18/11/2011,8.588024372
19/11/2011,8.254008591
20/11/2011,8.745125259
21/11/2011,9.495143304
22/11/2011,8.724695047
23/11/2011,8.359603271
24/11/2011,8.763740721
25/11/2011,8.727940222
26/11/2011,8.3854887
27/11/2011,9.313077449
28/11/2011,9.306195858
29/11/2011,9.846758458
30/11/2011,8.796792688
01/12/2011,8.646113971
02/12/2011,8.939843124
03/12/2011,8.843759382
04/12/2011,9.700514208
05/12/2011,9.539140395
06/12/2011,8.908288886
07/12/2011,9.021839764
08/12/2011,9.109635668
09/12/2011,8.871645668
10/12/2011,8.382289429
11/12/2011,9.232297539
12/12/2011,9.852878235
13/12/2011,8.847072313
14/12/2011,8.533460164
15/12/2011,8.588024372
16/12/2011,8.485496105
17/12/2011,8.189799619
18/12/2011,9.496871783
19/12/2011,9.462809689
20/12/2011,8.843470782
21/12/2011,8.363109176
22/12/2011,8.605753368
23/12/2011,6.586171655
26/12/2011,7.635786861
27/12/2011,9.248791558
28/12/2011,8.880724576
29/12/2011,8.696175847
30/12/2011,8.453827316
31/12/2011,8.144679183
01/01/2012,9.076351732
02/01/2012,10.24469854
03/01/2012,9.85828096
04/01/2012,9.187583385
05/01/2012,8.762489547
06/01/2012,8.50167338
07/01/2012,8.655214489
08/01/2012,10.03889219
09/01/2012,9.464362243
10/01/2012,8.973097896
11/01/2012,8.955577146
12/01/2012,8.919453169
13/01/2012,8.726318951
14/01/2012,8.739216115
15/01/2012,10.26196587
16/01/2012,10.56949475
17/01/2012,9.561208489
18/01/2012,9.604002768
19/01/2012,10.08610073
20/01/2012,9.728419624
21/01/2012,9.412055976
22/01/2012,9.8435783
23/01/2012,11.57217502
24/01/2012,10.28171849
25/01/2012,10.16976722
26/01/2012,9.682903224
27/01/2012,9.895505783
28/01/2012,9.37627845
29/01/2012,9.582179752
30/01/2012,10.34145212
31/01/2012,10.33397042
01/02/2012,10.2182253
02/02/2012,9.734062477
03/02/2012,10.18746276
04/02/2012,9.88857694
05/02/2012,11.07508695
06/02/2012,12.67354182
07/02/2012,10.9246967
08/02/2012,10.18153587
09/02/2012,9.863394459
10/02/2012,9.925738161
11/02/2012,9.401539077
12/02/2012,9.334414687
13/02/2012,9.147507063
14/02/2012,8.913953859
15/02/2012,9.180190395
16/02/2012,9.057189192
17/02/2012,8.712759975
18/02/2012,8.403128235
19/02/2012,8.294799359
20/02/2012,9.115919796
21/02/2012,8.951569643
22/02/2012,8.351374707
23/02/2012,8.653819789
24/02/2012,8.642944397
25/02/2012,8.716207971
26/02/2012,8.364973978
27/02/2012,8.373784608
28/02/2012,8.517193191
29/02/2012,8.318254329
01/03/2012,8.395477433
02/03/2012,8.322880022
03/03/2012,8.245646901
04/03/2012,8.631949429
05/03/2012,8.310660906
06/03/2012,8.432941639
07/03/2012,11.64483054
08/03/2012,11.36328792
09/03/2012,10.69294441
10/03/2012,10.33439296
11/03/2012,9.986080851
12/03/2012,10.28209521
13/03/2012,10.19436452
14/03/2012,10.09547062
15/03/2012,10.14686501
16/03/2012,10.14088898
17/03/2012,10.2095374
18/03/2012,10.03368213
19/03/2012,11.08283462
20/03/2012,11.17448329
21/03/2012,10.77928957
22/03/2012,9.947504438
23/03/2012,9.376024288
24/03/2012,8.997765772
25/03/2012,8.83287946
26/03/2012,8.898228986
27/03/2012,8.764678074
28/03/2012,8.541105011
29/03/2012,8.396154863
30/03/2012,8.312380597
31/03/2012,8.341171747
01/04/2012,8.13005904
02/04/2012,8.35819746
03/04/2012,8.355614996
04/04/2012,8.181720455
05/04/2012,8.10952566
06/04/2012,8.064636476
07/04/2012,7.823245691
08/04/2012,7.854769183
09/04/2012,8.101677747
10/04/2012,8.090402297
11/04/2012,7.989899375
12/04/2012,8.098946749
13/04/2012,8.653819789
14/04/2012,8.041091004
15/04/2012,8.049746291
16/04/2012,8.221478947
17/04/2012,8.170751424
18/04/2012,8.335431478
19/04/2012,8.256607345
20/04/2012,8.057694195
21/04/2012,7.707961532
22/04/2012,7.917171989
23/04/2012,8.260234292
24/04/2012,8.288031568
25/04/2012,8.368693183
26/04/2012,8.633552993
27/04/2012,9.272469743
28/04/2012,8.675563527
29/04/2012,8.483429561
01/05/2012,8.171882006
02/05/2012,8.206583614
03/05/2012,8.188966864
04/05/2012,8.030734924
05/05/2012,8.054840221
06/05/2012,9.155144737
07/05/2012,8.833316937
08/05/2012,8.349720837
09/05/2012,8.18339737
10/05/2012,7.956476798
11/05/2012,7.869401713
12/05/2012,7.709308333
13/05/2012,7.819234454
14/05/2012,7.832410927
15/05/2012,7.886832999
16/05/2012,8.037866235
17/05/2012,7.952615112
18/05/2012,7.767687277
19/05/2012,7.478169694
20/05/2012,7.539027056
21/05/2012,7.997999318
22/05/2012,8.309676896
23/05/2012,8.028781162
24/05/2012,7.790282381
25/05/2012,7.761744985
26/05/2012,7.476472381
27/05/2012,7.639642288
28/05/2012,7.655864018
29/05/2012,7.819636302
30/05/2012,7.813591553
31/05/2012,7.990576882
01/06/2012,7.812782819
02/06/2012,7.657755271
03/06/2012,7.694392803
04/06/2012,7.841492924
05/06/2012,7.933438388
06/06/2012,7.651120176
07/06/2012,7.723562472
08/06/2012,7.880048201
09/06/2012,7.940939762
10/06/2012,7.758760544
11/06/2012,7.63336965
12/06/2012,7.848543482
13/06/2012,7.897296473
14/06/2012,7.722234745
15/06/2012,7.712443834
16/06/2012,7.539558829
17/06/2012,7.911690521
18/06/2012,7.80139132
19/06/2012,8.401333305
20/06/2012,8.181440696
21/06/2012,7.862882035
22/06/2012,7.924072325
23/06/2012,7.566828479
24/06/2012,7.519149958
25/06/2012,7.648739789
26/06/2012,7.770645234
27/06/2012,7.609862201
28/06/2012,7.591861715
29/06/2012,7.539027056
30/06/2012,7.34536484
01/07/2012,7.463363046
02/07/2012,7.51479976
03/07/2012,7.642524134
04/07/2012,7.676009932
05/07/2012,7.557994959
06/07/2012,7.688913337
07/07/2012,7.60638739
08/07/2012,7.582229194
09/07/2012,7.7419679
10/07/2012,7.782390336
11/07/2012,8.006367568
12/07/2012,8.651024539
13/07/2012,8.403576465
14/07/2012,8.385032288
15/07/2012,8.028129059
16/07/2012,7.957877358
17/07/2012,7.99530662
18/07/2012,7.992268643
19/07/2012,7.935945103
20/07/2012,7.987864096
21/07/2012,7.783640596
22/07/2012,7.808729307
23/07/2012,8.053251154
24/07/2012,7.97590836
25/07/2012,8.122371243
26/07/2012,8.559869466
27/07/2012,8.927446816
28/07/2012,8.285765421
29/07/2012,8.283999304
30/07/2012,8.163371316
31/07/2012,7.914252279
01/08/2012,7.864419905
02/08/2012,8.072155308
03/08/2012,8.080237416
04/08/2012,8.120886021
05/08/2012,8.113127104
06/08/2012,8.144388866
07/08/2012,8.064636476
08/08/2012,7.944846711
09/08/2012,8.24143969
10/08/2012,9.007367027
11/08/2012,8.662331957
12/08/2012,8.800565992
13/08/2012,8.374246182
14/08/2012,8.564076777
15/08/2012,8.384347278
16/08/2012,8.126518169
17/08/2012,8.390722527
18/08/2012,8.335191583
19/08/2012,8.927844826
20/08/2012,9.00797936
21/08/2012,8.378160983
22/08/2012,8.203304027
23/08/2012,8.385716829
24/08/2012,8.311152548
25/08/2012,8.741456116
26/08/2012,9.442958894
27/08/2012,9.145908512
28/08/2012,8.589513853
29/08/2012,8.464846711
30/08/2012,8.365905077
31/08/2012,8.565411764
01/09/2012,8.472405009
02/09/2012,8.966483779
03/09/2012,8.560061092
04/09/2012,8.469052816
05/09/2012,8.743850562
06/09/2012,10.01382068
07/09/2012,8.691146499
08/09/2012,8.780941114
09/09/2012,9.839002363
10/09/2012,11.61494039
11/09/2012,9.628655892
12/09/2012,8.782936356
13/09/2012,8.681181042
14/09/2012,9.000976444
15/09/2012,8.746239288
16/09/2012,9.807251945
17/09/2012,9.612667228
18/09/2012,10.59209946
19/09/2012,8.75542238
20/09/2012,8.560635749
21/09/2012,9.40516675
22/09/2012,8.458079927
23/09/2012,9.54959445
24/09/2012,9.606024468
25/09/2012,8.677269139
26/09/2012,8.171034189
27/09/2012,8.24143969
28/09/2012,8.510973892
29/09/2012,8.323608442
30/09/2012,9.25922577
01/10/2012,9.849664746
02/10/2012,8.833171133
03/10/2012,8.497806478
04/10/2012,8.634086943
05/10/2012,9.042276687
06/10/2012,8.550047528
07/10/2012,9.81809305
08/10/2012,9.902086572
09/10/2012,8.916371915
10/10/2012,8.332067707
11/10/2012,8.236685323
12/10/2012,8.40178234
13/10/2012,8.24170316
14/10/2012,9.035629778
15/10/2012,9.104090572
16/10/2012,10.83214154
17/10/2012,8.778787929
18/10/2012,8.480114183
19/10/2012,8.48941081
20/10/2012,8.250620082
21/10/2012,9.543449818
22/10/2012,9.097171674
23/10/2012,8.669399124
24/10/2012,8.349247801
25/10/2012,8.340694648
26/10/2012,8.494743063
27/10/2012,8.533263372
28/10/2012,9.219795531
29/10/2012,10.44429907
30/10/2012,8.87696334
31/10/2012,8.681859813
01/11/2012,8.498214225
02/11/2012,8.568456485
03/11/2012,8.458716262
04/11/2012,9.718181547
05/11/2012,9.687009239
06/11/2012,8.830104318
07/11/2012,8.387995253
08/11/2012,8.498418036
09/11/2012,8.847216104
10/11/2012,8.280964401
11/11/2012,9.26492325
12/11/2012,9.111734768
13/11/2012,8.706821323
14/11/2012,8.331827004
15/11/2012,8.366602833
16/11/2012,8.276903481
17/11/2012,8.129469765
18/11/2012,9.179159254
19/11/2012,9.685580268
20/11/2012,8.655214489
21/11/2012,8.294549515
22/11/2012,8.652248422
23/11/2012,8.929700114
24/11/2012,8.395929104
25/11/2012,9.467537463
26/11/2012,9.889794225
27/11/2012,8.849227021
28/11/2012,8.614319902
29/11/2012,8.481566014
30/11/2012,8.749098248
01/12/2012,8.653645315
02/12/2012,9.348274558
03/12/2012,9.676837862
04/12/2012,9.642901706
05/12/2012,8.728911725
06/12/2012,8.778941882
07/12/2012,9.96057652
08/12/2012,8.73777346
09/12/2012,9.252633284
10/12/2012,9.266248004
11/12/2012,9.427304872
12/12/2012,8.793005091
13/12/2012,8.703008637
14/12/2012,8.439447843
15/12/2012,8.291045131
16/12/2012,9.313257906
17/12/2012,9.347926035
18/12/2012,8.791486027
19/12/2012,8.518991573
20/12/2012,8.41294317
21/12/2012,8.296795866
22/12/2012,8.212568398
23/12/2012,9.256555796
24/12/2012,9.652265977
25/12/2012,8.637462024
26/12/2012,8.60776489
27/12/2012,8.965334574
28/12/2012,8.683724062
29/12/2012,8.532672762
30/12/2012,9.490166668
31/12/2012,10.14285872
01/01/2013,9.111624399
02/01/2013,9.085003881
03/01/2013,9.055089087
04/01/2013,9.336267929
05/01/2013,9.23960787
06/01/2013,10.13273245
07/01/2013,9.49122439
08/01/2013,9.112286432
09/01/2013,9.063578991
10/01/2013,8.972971113
11/01/2013,9.1454818
12/01/2013,10.54186171
13/01/2013,11.50752089
14/01/2013,10.19316763
15/01/2013,9.279959714
16/01/2013,8.846353043
17/01/2013,8.7326271
18/01/2013,8.655040258
19/01/2013,8.454466362
20/01/2013,8.963672276
21/01/2013,10.02109279
22/01/2013,9.005650499
23/01/2013,8.86092473
24/01/2013,8.585225602
25/01/2013,8.536211197
26/01/2013,8.458504195
27/01/2013,8.534443545
28/01/2013,10.10422188
29/01/2013,8.650674583
30/01/2013,8.51218065
31/01/2013,8.485496105
01/02/2013,8.577911926
02/02/2013,8.549853974
03/02/2013,9.606226414
04/02/2013,10.02619179
05/02/2013,8.870241567
06/02/2013,8.527935288
07/02/2013,8.383433201
08/02/2013,8.200837258
09/02/2013,8.092851028
10/02/2013,8.038834758
11/02/2013,8.086410275
12/02/2013,8.03657341
13/02/2013,7.975220839
14/02/2013,7.842671475
15/02/2013,7.893572074
16/02/2013,7.817625443
17/02/2013,7.82284529
18/02/2013,7.967280179
19/02/2013,8.006700845
20/02/2013,7.911324019
21/02/2013,7.851661178
22/02/2013,7.87207398
23/02/2013,7.753623547
24/02/2013,7.68294317
25/02/2013,7.843848638
26/02/2013,8.191463051
27/02/2013,7.97831097
28/02/2013,7.923348212
01/03/2013,7.871311203
02/03/2013,7.743703258
03/03/2013,7.778630147
04/03/2013,7.835183755
05/03/2013,7.838343316
06/03/2013,7.846198815
07/03/2013,7.920446505
08/03/2013,7.757906208
09/03/2013,7.586296307
10/03/2013,7.51479976
11/03/2013,7.757906208
12/03/2013,7.803435057
13/03/2013,8.078998259
14/03/2013,8.380685947
15/03/2013,8.064321961
16/03/2013,7.852827812
17/03/2013,7.903965634
18/03/2013,7.844632644
19/03/2013,7.889459149
20/03/2013,8.225503098
21/03/2013,8.540714386
22/03/2013,8.019283793
23/03/2013,7.831220215
24/03/2013,8.433159196
25/03/2013,8.096208272
26/03/2013,7.866338923
27/03/2013,7.779048645
28/03/2013,7.773594467
29/03/2013,7.772752716
30/03/2013,7.768110379
31/03/2013,7.480992163
01/04/2013,7.743703258
02/04/2013,7.596392304
03/04/2013,7.680637428
04/04/2013,7.538494999
05/04/2013,7.45007957
06/04/2013,7.443078374
07/04/2013,7.548555979
08/04/2013,7.640603826
09/04/2013,7.676473646
10/04/2013,7.567345676
11/04/2013,8.076826031
12/04/2013,7.701200181
13/04/2013,7.368339686
14/04/2013,7.366445148
15/04/2013,7.486613313
16/04/2013,7.574045005
17/04/2013,7.568895663
18/04/2013,7.639642288
19/04/2013,7.853216388
20/04/2013,7.311886164
21/04/2013,7.536363938
22/04/2013,7.682482447
23/04/2013,7.731930722
24/04/2013,8.012018239
25/04/2013,7.980365765
26/04/2013,8.171316875
27/04/2013,7.977968093
28/04/2013,7.794823152
29/04/2013,8.304247465
30/04/2013,8.056426768
01/05/2013,7.777792626
02/05/2013,8.228977643
03/05/2013,7.900636613
04/05/2013,7.461640392
05/05/2013,7.549082711
06/05/2013,7.816819966
07/05/2013,7.722234745
08/05/2013,7.715569535
09/05/2013,7.726212651
10/05/2013,7.58171964
11/05/2013,7.265429723
12/05/2013,7.301147806
13/05/2013,7.474204806
14/05/2013,7.588829878
15/05/2013,7.61085279
16/05/2013,7.647786045
17/05/2013,7.60190196
18/05/2013,7.254177846
19/05/2013,7.180069874
20/05/2013,7.377133713
21/05/2013,7.5750717
22/05/2013,7.50714108
23/05/2013,7.585788822
24/05/2013,7.40731771
25/05/2013,7.030857476
26/05/2013,7.150701458
27/05/2013,7.254177846
28/05/2013,7.450660796
29/05/2013,7.551186867
30/05/2013,7.61332498
31/05/2013,7.427144133
01/06/2013,7.350516172
02/06/2013,7.288244401
03/06/2013,7.434847875
04/06/2013,7.537430037
05/06/2013,7.3524411
06/06/2013,7.282073658
07/06/2013,7.303170051
08/06/2013,7.293697721
09/06/2013,7.229838778
10/06/2013,7.5750717
11/06/2013,7.974188669
12/06/2013,7.615791072
13/06/2013,7.474204806
14/06/2013,7.33432935
15/06/2013,7.319202459
16/06/2013,7.404887576
17/06/2013,7.424761762
18/06/2013,7.470224136
19/06/2013,7.367708572
20/06/2013,7.284134806
21/06/2013,7.325807503
22/06/2013,7.290974778
23/06/2013,7.19142933
24/06/2013,7.289610521
25/06/2013,7.332369206
26/06/2013,7.395721609
27/06/2013,7.567345676
28/06/2013,7.621195163
29/06/2013,7.268920128
30/06/2013,7.26961675
01/07/2013,7.307872781
02/07/2013,7.281385664
03/07/2013,7.321188557
04/07/2013,7.512071246
05/07/2013,7.500529485
06/07/2013,7.113142109
07/07/2013,7.142036575
08/07/2013,7.323830566
09/07/2013,7.428927195
10/07/2013,7.528869257
11/07/2013,7.419979924
12/07/2013,7.473069088
13/07/2013,7.337587744
14/07/2013,7.35436233
15/07/2013,7.582738489
16/07/2013,7.626082758
17/07/2013,7.759614151
18/07/2013,7.940583827
19/07/2013,7.590852124
20/07/2013,7.418180823
21/07/2013,7.411556288
22/07/2013,7.597897951
24/07/2013,6.635946556
25/07/2013,7.647308832
26/07/2013,7.827639546
27/07/2013,7.63385356
28/07/2013,8.530306831
29/07/2013,8.529516941
30/07/2013,7.851271997
31/07/2013,7.795646536
01/08/2013,7.582229194
02/08/2013,7.438971592
03/08/2013,7.638679824
04/08/2013,7.527255919
05/08/2013,7.724888439
06/08/2013,7.913521017
07/08/2013,8.659560433
08/08/2013,8.295798111
09/08/2013,8.132412675
10/08/2013,7.92551898
11/08/2013,7.828436359
12/08/2013,7.844240718
13/08/2013,7.776954403
14/08/2013,7.766840537
15/08/2013,7.789868559
16/08/2013,7.693937326
17/08/2013,7.715569535
18/08/2013,8.152774053
19/08/2013,8.252967195
20/08/2013,7.941295571
21/08/2013,7.809541325
22/08/2013,7.819234454
23/08/2013,7.812378206
24/08/2013,7.54538975
25/08/2013,8.47428569
26/08/2013,7.791935957
27/08/2013,7.668093709
28/08/2013,7.805474625
29/08/2013,7.967280179
30/08/2013,7.994294986
31/08/2013,7.809541325
01/09/2013,8.703174709
02/09/2013,7.967280179
03/09/2013,8.096208272
04/09/2013,8.037866235
05/09/2013,8.580167991
06/09/2013,10.87185827
07/09/2013,9.192481854
08/09/2013,9.150696519
09/09/2013,9.823198981
10/09/2013,8.768885326
11/09/2013,8.508555998
12/09/2013,8.72972059
13/09/2013,8.921457579
14/09/2013,8.529911964
15/09/2013,10.41598178
16/09/2013,10.33698927
17/09/2013,9.146441646
18/09/2013,8.508757713
19/09/2013,8.386172929
20/09/2013,8.361007108
21/09/2013,8.129764446
22/09/2013,8.731981938
23/09/2013,8.735846677
24/09/2013,10.81969828
25/09/2013,10.65909297
26/09/2013,9.849453664
27/09/2013,8.888204871
28/09/2013,8.927712174
29/09/2013,9.6673854
30/09/2013,10.16350291
01/10/2013,9.337941717
02/10/2013,9.177197153
03/10/2013,8.879054662
04/10/2013,8.578664514
05/10/2013,8.730043953
06/10/2013,9.953324787
07/10/2013,10.23874477
08/10/2013,9.203114327
09/10/2013,8.747193184
10/10/2013,8.775549434
11/10/2013,9.209840247
12/10/2013,8.528133131
13/10/2013,9.057655284
14/10/2013,9.422948621
15/10/2013,9.029178143
16/10/2013,9.097731428
17/10/2013,9.448096636
18/10/2013,9.112507012
19/10/2013,8.80267284
20/10/2013,9.208438565
21/10/2013,11.04708914
22/10/2013,9.327589932
23/10/2013,8.678801707
24/10/2013,8.576593535
25/10/2013,8.435983136
26/10/2013,8.19007705
27/10/2013,9.060447282
28/10/2013,9.270305953
29/10/2013,8.50167338
30/10/2013,8.18729927
31/10/2013,8.095903533
01/11/2013,8.04334217
02/11/2013,7.952615112
03/11/2013,8.399085103
04/11/2013,8.791029857
05/11/2013,8.303009381
06/11/2013,8.119100838
07/11/2013,8.230310799
08/11/2013,8.157657015
09/11/2013,7.829232538
10/11/2013,8.573951525
11/11/2013,9.611328808
12/11/2013,8.92385758
13/11/2013,8.365439636
14/11/2013,8.311889558
15/11/2013,8.631414336
16/11/2013,8.453827316
17/11/2013,8.905851181
18/11/2013,10.86748214
19/11/2013,9.155144737
20/11/2013,8.439447843
21/11/2013,8.443546651
22/11/2013,8.572627898
23/11/2013,8.372398607
24/11/2013,8.736007385
25/11/2013,10.38850294
26/11/2013,8.708804795
27/11/2013,8.195333667
28/11/2013,8.221478947
29/11/2013,8.27512163
30/11/2013,8.169902647
01/12/2013,8.822322177
02/12/2013,9.805433612
03/12/2013,9.38907216
04/12/2013,8.981304495
05/12/2013,8.579228582
06/12/2013,8.487764381
07/12/2013,8.721928343
08/12/2013,8.918248591
09/12/2013,9.651622973
10/12/2013,8.864746661
11/12/2013,8.509362612
12/12/2013,8.631771096
13/12/2013,9.202711345
14/12/2013,8.903815212
15/12/2013,9.026537719
16/12/2013,9.237663668
17/12/2013,8.895081532
18/12/2013,8.642944397
19/12/2013,8.129764446
20/12/2013,8.291797105
21/12/2013,8.098034756
22/12/2013,9.518780498
23/12/2013,9.904686833
24/12/2013,8.937349848
