"date","consumption","temp","season"
1989-03-22,115,32,"winter"
1989-03-23,118,41.5,"winter"
1989-03-24,127,48.5,"winter"
1989-03-25,106,49,"winter"
1989-03-26,104,55.5,"winter"
1989-03-27,144,66.5,"winter"
1989-03-28,108,60.5,"winter"
1989-03-29,117,44,"winter"
1989-03-30,104,42,"winter"
1989-03-31,106,35.5,"winter"
1989-04-01,116,36.5,"spring"
1989-04-02,115,46.5,"spring"
1989-04-03,119,47,"spring"
1989-04-04,122,51,"spring"
1989-04-05,110,41,"spring"
1989-04-06,124,41.5,"spring"
1989-04-07,123,40,"spring"
1989-04-08,92,38,"spring"
1989-04-09,122,29.5,"spring"
1989-04-10,120,28.5,"spring"
1989-04-11,102,37,"spring"
1989-04-12,116,43,"spring"
1989-04-13,152,41,"spring"
1989-04-14,134,52,"spring"
1989-04-15,100,48.5,"spring"
1989-04-16,106,57,"spring"
1989-04-17,107,48.5,"spring"
1989-04-18,100,39.5,"spring"
1989-04-19,123,43.5,"spring"
1989-04-20,112,54,"spring"
1989-04-21,99,53,"spring"
1989-04-22,99,52,"spring"
1989-04-23,115,50.5,"spring"
1989-04-24,134,55.5,"spring"
1989-04-25,110,62.5,"spring"
1989-04-26,104,58,"spring"
1989-04-27,138,54,"spring"
1989-04-28,111,49.5,"spring"
1989-04-29,107,55.5,"spring"
1989-04-30,109,50,"spring"
1989-05-01,115,47.5,"spring"
1989-05-02,125,45,"spring"
1989-05-03,111,53.5,"spring"
1989-05-04,114,55.5,"spring"
1989-05-05,118,50.5,"spring"
1989-05-06,104,35.5,"spring"
1989-05-07,120,43,"spring"
1989-05-08,128,50.5,"spring"
1989-05-09,94,50.5,"spring"
1989-05-10,112,49.5,"spring"
1989-05-11,119,48,"spring"
1989-05-12,121,51.5,"spring"
1989-05-13,116,52,"spring"
1989-05-14,113,55.5,"spring"
1989-05-15,126,56,"spring"
1989-05-16,121,59,"spring"
1989-05-17,102,63.5,"spring"
1989-05-18,114,68,"spring"
1989-05-19,104,65.5,"spring"
1989-05-20,122,64,"spring"
1989-05-21,119,64.5,"spring"
1989-05-22,127,63,"spring"
1989-05-23,120,69,"spring"
1989-05-24,112,75,"spring"
1989-05-25,116,67.5,"spring"
1989-05-26,102,62,"spring"
1989-05-27,110,56,"spring"
1989-05-28,116,57,"spring"
1989-05-29,88,67.5,"spring"
1989-05-30,121,73.5,"spring"
1989-05-31,122,75,"spring"
1989-06-01,112,68.5,"spring"
1989-06-02,114,67.5,"spring"
1989-06-03,127,56.5,"spring"
1989-06-04,110,62.5,"spring"
1989-06-05,110,66,"spring"
1989-06-06,117,71,"spring"
1989-06-07,127,71.5,"spring"
1989-06-08,111,73,"spring"
1989-06-09,100,61,"spring"
1989-06-10,108,58.5,"spring"
1989-06-11,116,60,"spring"
1989-06-12,115,66,"spring"
1989-06-13,102,66.5,"spring"
1989-06-14,122,64,"spring"
1989-06-15,94,54.5,"spring"
1989-06-16,99,61,"spring"
1989-06-17,94,65.5,"spring"
1989-06-18,116,72.5,"spring"
1989-06-19,114,71,"spring"
1989-06-20,111,68.5,"spring"
1989-06-21,121,69,"spring"
1989-06-22,116,79,"spring"
1989-06-23,98,79,"spring"
1989-06-24,115,75,"spring"
1989-06-25,121,73,"spring"
1989-06-26,98,77.5,"spring"
1989-06-27,119,70.5,"spring"
1989-06-28,96,64.5,"spring"
1989-06-29,104,61,"spring"
1989-06-30,99,65.5,"spring"
1989-07-01,117,72.5,"summer"
1989-07-02,113,73.5,"summer"
1989-07-03,112,74,"summer"
1989-07-04,100,75,"summer"
1989-07-05,125,75.5,"summer"
1989-07-06,119,79,"summer"
1989-07-07,125,78.5,"summer"
1989-07-08,112,75,"summer"
1989-07-09,97,83,"summer"
1989-07-10,126,86.5,"summer"
1989-07-11,112,76,"summer"
1989-07-12,113,71,"summer"
1989-07-13,120,69,"summer"
1989-07-14,104,68,"summer"
1989-07-15,104,71,"summer"
1989-07-16,106,72.5,"summer"
1989-07-17,109,71,"summer"
1989-07-18,118,70,"summer"
1989-07-19,100,67.5,"summer"
1989-07-20,101,67.5,"summer"
1989-07-21,110,69,"summer"
1989-07-22,109,74,"summer"
1989-07-23,121,74.5,"summer"
1989-07-24,117,77,"summer"
1989-07-25,109,78.5,"summer"
1989-07-26,117,79.5,"summer"
1989-07-27,109,82.5,"summer"
1989-07-28,101,67.5,"summer"
1989-07-29,98,69,"summer"
1989-07-30,107,71.5,"summer"
1989-07-31,104,71,"summer"
1989-08-01,122,72.5,"summer"
1989-08-02,104,74,"summer"
1989-08-03,110,79.5,"summer"
1989-08-04,115,81,"summer"
1989-08-05,117,77,"summer"
1989-08-06,99,63,"summer"
1989-08-07,126,62,"summer"
1989-08-08,113,65,"summer"
1989-08-09,98,70.5,"summer"
1989-08-10,115,72.5,"summer"
1989-08-11,114,70.5,"summer"
1989-08-12,103,72,"summer"
1989-08-13,80,71,"summer"
1989-08-14,108,71,"summer"
1989-08-15,103,69,"summer"
1989-08-16,105,66.5,"summer"
1989-08-17,128,66,"summer"
1989-08-18,97,66.5,"summer"
1989-08-19,123,67.5,"summer"
1989-08-20,118,74.5,"summer"
1989-08-21,83,74,"summer"
1989-08-22,128,77.5,"summer"
1989-08-23,101,70.5,"summer"
1989-08-24,112,70,"summer"
1989-08-25,106,70,"summer"
1989-08-26,96,71.5,"summer"
1989-08-27,108,74.5,"summer"
1989-08-28,111,77,"summer"
1989-08-29,115,75,"summer"
1989-08-30,109,70.5,"summer"
1989-08-31,104,72.5,"summer"
1989-09-01,107,71,"summer"
1989-09-02,88,64,"summer"
1989-09-03,113,65,"summer"
1989-09-04,102,68,"summer"
1989-09-05,109,70,"summer"
1989-09-06,108,71.5,"summer"
1989-09-07,107,74.5,"summer"
1989-09-08,108,76.5,"summer"
1989-09-09,121,68,"summer"
1989-09-10,99,63,"summer"
1989-09-11,108,65,"summer"
1989-09-12,99,60.5,"summer"
1989-09-13,113,56.5,"summer"
1989-09-14,102,58,"summer"
1989-09-15,110,57.5,"summer"
1989-09-16,125,59.5,"summer"
1989-09-17,115,63.5,"summer"
1989-09-18,130,65,"summer"
1989-09-19,137,65,"summer"
1989-09-20,90,65.5,"summer"
1989-09-21,126,66,"summer"
1989-09-22,120,61.5,"summer"
1989-09-23,130,45.5,"summer"
1989-09-24,119,48,"summer"
1989-09-25,118,54.5,"summer"
1989-09-26,119,51.5,"summer"
1989-09-27,112,51,"summer"
1989-09-28,114,58,"summer"
1989-09-29,108,59.5,"summer"
1989-09-30,123,60,"summer"
1989-10-01,131,65.5,"autumn"
1989-10-02,106,56.5,"autumn"
1989-10-03,103,44.5,"autumn"
1989-10-04,123,47,"autumn"
1989-10-05,130,52.5,"autumn"
1989-10-06,106,51.5,"autumn"
1989-10-07,127,45,"autumn"
1989-10-08,116,44,"autumn"
1989-10-09,131,45.5,"autumn"
1989-10-10,128,51,"autumn"
1989-10-11,115,59,"autumn"
1989-10-12,115,61,"autumn"
1989-10-13,115,62.5,"autumn"
1989-10-14,125,69.5,"autumn"
1989-10-15,118,70.5,"autumn"
1989-10-16,132,58.5,"autumn"
1989-10-17,106,43,"autumn"
1989-10-18,115,36,"autumn"
1989-10-19,111,36,"autumn"
1989-10-20,105,37,"autumn"
1989-10-21,123,46,"autumn"
1989-10-22,125,48,"autumn"
1989-10-23,130,58.5,"autumn"
1989-10-24,127,64,"autumn"
1989-10-25,128,65.5,"autumn"
1989-10-26,119,62.5,"autumn"
1989-10-27,117,62.5,"autumn"
1989-10-28,106,63.5,"autumn"
1989-10-29,130,64.5,"autumn"
1989-10-30,109,65,"autumn"
1989-10-31,108,45.5,"autumn"
1989-11-01,112,43,"autumn"
1989-11-02,117,35,"autumn"
1989-11-03,104,31,"autumn"
1989-11-04,97,46.5,"autumn"
1989-11-05,130,54,"autumn"
1989-11-06,114,45.5,"autumn"
1989-11-07,113,45.5,"autumn"
1989-11-08,106,45,"autumn"
1989-11-09,127,39.5,"autumn"
1989-11-10,122,38,"autumn"
1989-11-11,140,46.5,"autumn"
1989-11-12,106,38.5,"autumn"
1989-11-13,112,59,"autumn"
1989-11-14,108,54,"autumn"
1989-11-15,118,40.5,"autumn"
1989-11-16,136,26,"autumn"
1989-11-17,127,24.5,"autumn"
1989-11-18,127,21,"autumn"
1989-11-19,108,37,"autumn"
1989-11-20,127,45.5,"autumn"
1989-11-21,97,30,"autumn"
1989-11-22,109,26.5,"autumn"
1989-11-23,106,18.5,"autumn"
1989-11-24,134,27.5,"autumn"
1989-11-25,121,44,"autumn"
1989-11-26,115,38.5,"autumn"
1989-11-27,139,51,"autumn"
1989-11-28,125,28.5,"autumn"
1989-11-29,96,20.5,"autumn"
1989-11-30,98,34,"autumn"
1989-12-01,123,38,"autumn"
1989-12-02,114,29,"autumn"
1989-12-03,123,20,"autumn"
1989-12-04,150,33.5,"autumn"
1989-12-05,104,39.5,"autumn"
1989-12-06,131,29,"autumn"
1989-12-07,111,17,"autumn"
1989-12-08,120,21.5,"autumn"
1989-12-09,140,28.5,"autumn"
1989-12-10,118,31,"autumn"
1989-12-11,136,19.5,"autumn"
1989-12-12,125,11,"autumn"
1989-12-13,122,13,"autumn"
1989-12-14,126,8,"autumn"
1989-12-15,105,3.5,"autumn"
1989-12-16,129,2.5,"autumn"
1989-12-17,123,9.5,"autumn"
1989-12-18,156,9.5,"autumn"
1989-12-19,160,7.5,"autumn"
1989-12-20,121,0,"autumn"
1989-12-21,157,-6.5,"autumn"
1989-12-22,163,-4.5,"autumn"
1989-12-23,156,-1,"autumn"
1989-12-24,136,5,"autumn"
1989-12-25,155,24.5,"autumn"
1989-12-26,160,12,"autumn"
1989-12-27,169,20.5,"autumn"
1989-12-28,157,27,"autumn"
1989-12-29,172,34.5,"autumn"
1989-12-30,155,32.5,"autumn"
1989-12-31,186,30.5,"autumn"
1990-01-01,157,27.5,"winter"
1990-01-02,168,33,"winter"
1990-01-03,166,39,"winter"
1990-01-04,140,36,"winter"
1990-01-05,150,29.5,"winter"
1990-01-06,156,30,"winter"
1990-01-07,146,35,"winter"
1990-01-08,133,37,"winter"
1990-01-09,168,38,"winter"
1990-01-10,148,32.5,"winter"
1990-01-11,157,38,"winter"
1990-01-12,155,26,"winter"
1990-01-13,121,23,"winter"
1990-01-14,130,36.5,"winter"
1990-01-15,135,41,"winter"
1990-01-16,150,47.5,"winter"
1990-01-17,138,45,"winter"
1990-01-18,111,32,"winter"
1990-01-19,118,30.5,"winter"
1990-01-20,137,35.5,"winter"
1990-01-21,120,30,"winter"
1990-01-22,134,36.5,"winter"
1990-01-23,117,39.5,"winter"
1990-01-24,129,40,"winter"
1990-01-25,133,30.5,"winter"
1990-01-26,105,25.5,"winter"
1990-01-27,104,37.5,"winter"
1990-01-28,116,30.5,"winter"
1990-01-29,112,34,"winter"
1990-01-30,129,34.5,"winter"
1990-01-31,122,30.5,"winter"
1990-02-01,119,41,"winter"
1990-02-02,132,30,"winter"
1990-02-03,129,33,"winter"
1990-02-04,119,34,"winter"
1990-02-05,116,41.5,"winter"
1990-02-06,125,38.5,"winter"
1990-02-07,116,37,"winter"
1990-02-08,124,50,"winter"
1990-02-09,99,41.5,"winter"
1990-02-10,132,32,"winter"
1990-02-11,131,28.5,"winter"
1990-02-12,135,38.5,"winter"
1990-02-13,143,41,"winter"
1990-02-14,120,27,"winter"
1990-02-15,149,29.5,"winter"
1990-02-16,140,27.5,"winter"
1990-02-17,114,21,"winter"
1990-02-18,131,32,"winter"
1990-02-19,124,24,"winter"
1990-02-20,104,20.5,"winter"
1990-02-21,108,34,"winter"
1990-02-22,115,36,"winter"
1990-02-23,135,32.5,"winter"
1990-02-24,117,21,"winter"
1990-02-25,100,11,"winter"
1990-02-26,131,23,"winter"
1990-02-27,119,32.5,"winter"
1990-02-28,122,24.5,"winter"
1990-03-01,123,30.5,"winter"
1990-03-02,133,39.5,"winter"
1990-03-03,115,29,"winter"
1990-03-04,121,30.5,"winter"
1990-03-05,143,33,"winter"
1990-03-06,112,29,"winter"
1990-03-07,99,29.5,"winter"
1990-03-08,115,40.5,"winter"
1990-03-09,113,46,"winter"
1990-03-10,135,51,"winter"
1990-03-11,121,57.5,"winter"
1990-03-12,142,70.5,"winter"
1990-03-13,127,67,"winter"
1990-03-14,112,65,"winter"
1990-03-15,116,57.5,"winter"
1990-03-16,111,51,"winter"
1990-03-17,126,41,"winter"
1990-03-18,128,36,"winter"
1990-03-19,123,26.5,"winter"
1990-03-20,123,33,"winter"
1990-03-21,114,47.5,"winter"
1990-03-22,121,45,"winter"
1990-03-23,106,31,"winter"
1990-03-24,111,31,"winter"
1990-03-25,108,34.5,"winter"
1990-03-26,126,33,"winter"
1990-03-27,100,35.5,"winter"
1990-03-28,127,41.5,"winter"
1990-03-29,103,41.5,"winter"
1990-03-30,107,41.5,"winter"
1990-03-31,92,41.5,"winter"
1990-04-01,103,48,"spring"
1990-04-02,127,38,"spring"
1990-04-03,128,41.5,"spring"
1990-04-04,99,43,"spring"
1990-04-05,120,38,"spring"
1990-04-06,107,31,"spring"
1990-04-07,118,33.5,"spring"
1990-04-08,92,46,"spring"
1990-04-09,155,51,"spring"
1990-04-10,125,41.5,"spring"
1990-04-11,114,36,"spring"
1990-04-12,116,35,"spring"
1990-04-13,155,41.5,"spring"
1990-04-14,98,48.5,"spring"
1990-04-15,103,48.5,"spring"
1990-04-16,116,48,"spring"
1990-04-17,106,39,"spring"
1990-04-18,108,41.5,"spring"
1990-04-19,114,49.5,"spring"
1990-04-20,113,56,"spring"
1990-04-21,102,55.5,"spring"
1990-04-22,103,55.5,"spring"
1990-04-23,112,65.5,"spring"
1990-04-24,118,76.5,"spring"
1990-04-25,106,76.5,"spring"
1990-04-26,140,75,"spring"
1990-04-27,114,73.5,"spring"
1990-04-28,117,61,"spring"
1990-04-29,115,58.5,"spring"
1990-04-30,116,55,"spring"
1990-05-01,101,52,"spring"
1990-05-02,119,54,"spring"
1990-05-03,117,51.5,"spring"
1990-05-04,116,46.5,"spring"
1990-05-05,109,51,"spring"
1990-05-06,110,52.5,"spring"
1990-05-07,114,62.5,"spring"
1990-05-08,115,70.5,"spring"
1990-05-09,125,62.5,"spring"
1990-05-10,109,43.5,"spring"
1990-05-11,115,49.5,"spring"
1990-05-12,114,50.5,"spring"
1990-05-13,109,54.5,"spring"
1990-05-14,110,56.5,"spring"
1990-05-15,103,55.5,"spring"
1990-05-16,131,66.5,"spring"
1990-05-17,120,56,"spring"
1990-05-18,92,60.5,"spring"
1990-05-19,133,62.5,"spring"
1990-05-20,101,54.5,"spring"
1990-05-21,102,52.5,"spring"
1990-05-22,107,52.5,"spring"
1990-05-23,109,57,"spring"
1990-05-24,112,61.5,"spring"
1990-05-25,126,56.5,"spring"
1990-05-26,107,59.5,"spring"
1990-05-27,110,63,"spring"
1990-05-28,106,62.5,"spring"
1990-05-29,113,55,"spring"
1990-05-30,110,53.5,"spring"
1990-05-31,120,57.5,"spring"
1990-06-01,95,74,"spring"
1990-06-02,140,74.5,"spring"
1990-06-03,119,61,"spring"
1990-06-04,114,53,"spring"
1990-06-05,116,53,"spring"
1990-06-06,123,69,"spring"
1990-06-07,117,65.5,"spring"
1990-06-08,121,70,"spring"
1990-06-09,114,72.5,"spring"
1990-06-10,115,64.5,"spring"
1990-06-11,103,65.5,"spring"
1990-06-12,118,78,"spring"
1990-06-13,125,81.5,"spring"
1990-06-14,97,71,"spring"
1990-06-15,100,71,"spring"
1990-06-16,102,74,"spring"
1990-06-17,105,78.5,"spring"
1990-06-18,121,71,"spring"
1990-06-19,107,63,"spring"
1990-06-20,104,69,"spring"
1990-06-21,105,72,"spring"
1990-06-22,112,66.5,"spring"
1990-06-23,118,65,"spring"
1990-06-24,104,64,"spring"
1990-06-25,112,69.5,"spring"
1990-06-26,99,75.5,"spring"
1990-06-27,101,74.5,"spring"
1990-06-28,119,72.5,"spring"
1990-06-29,115,73.5,"spring"
1990-06-30,97,80,"spring"
1990-07-01,106,66.5,"summer"
1990-07-02,97,69.5,"summer"
1990-07-03,120,77,"summer"
1990-07-04,106,86.5,"summer"
1990-07-05,111,73.5,"summer"
1990-07-06,97,63,"summer"
1990-07-07,108,67,"summer"
1990-07-08,106,83.5,"summer"
1990-07-09,107,81,"summer"
1990-07-10,102,70.5,"summer"
1990-07-11,124,67,"summer"
1990-07-12,118,66,"summer"
1990-07-13,89,62.5,"summer"
1990-07-14,98,62,"summer"
1990-07-15,105,65,"summer"
1990-07-16,91,70.5,"summer"
1990-07-17,104,78,"summer"
1990-07-18,104,78.5,"summer"
1990-07-19,111,77.5,"summer"
1990-07-20,96,68,"summer"
1990-07-21,106,69.5,"summer"
1990-07-22,97,68.5,"summer"
1990-07-23,103,68.5,"summer"
1990-07-24,108,69.5,"summer"
1990-07-25,101,72,"summer"
1990-07-26,96,75.5,"summer"
1990-07-27,123,74.5,"summer"
1990-07-28,125,79,"summer"
1990-07-29,103,79.5,"summer"
1990-07-30,111,69.5,"summer"
1990-07-31,96,62,"summer"
1990-08-01,100,63.5,"summer"
1990-08-02,110,69,"summer"
1990-08-03,111,75.5,"summer"
1990-08-04,114,76.5,"summer"
1990-08-05,133,68.5,"summer"
1990-08-06,83,61,"summer"
1990-08-07,102,63.5,"summer"
1990-08-08,101,69,"summer"
1990-08-09,100,69,"summer"
1990-08-10,118,72,"summer"
1990-08-11,115,73,"summer"
1990-08-12,119,68.5,"summer"
1990-08-13,117,63,"summer"
1990-08-14,98,65.5,"summer"
1990-08-15,108,74.5,"summer"
1990-08-16,114,73,"summer"
1990-08-17,96,72,"summer"
1990-08-18,117,80.5,"summer"
1990-08-19,103,75.5,"summer"
1990-08-20,105,71.5,"summer"
1990-08-21,118,68,"summer"
1990-08-22,110,69,"summer"
1990-08-23,105,70.5,"summer"
1990-08-24,105,75,"summer"
1990-08-25,122,76.5,"summer"
1990-08-26,110,78.5,"summer"
1990-08-27,101,82.5,"summer"
1990-08-28,125,82.5,"summer"
1990-08-29,93,75.5,"summer"
1990-08-30,114,69,"summer"
1990-08-31,111,70,"summer"
1990-09-01,94,78,"summer"
1990-09-02,116,73,"summer"
1990-09-03,116,71,"summer"
1990-09-04,121,79,"summer"
1990-09-05,106,77,"summer"
1990-09-06,90,83,"summer"
1990-09-07,103,72,"summer"
1990-09-08,127,72,"summer"
1990-09-09,105,73,"summer"
1990-09-10,112,75.5,"summer"
1990-09-11,104,74,"summer"
1990-09-12,109,74.5,"summer"
1990-09-13,105,74.5,"summer"
1990-09-14,123,65.5,"summer"
1990-09-15,105,63,"summer"
1990-09-16,100,57,"summer"
1990-09-17,106,56,"summer"
1990-09-18,113,55.5,"summer"
1990-09-19,117,57.5,"summer"
1990-09-20,121,59.5,"summer"
1990-09-21,129,62,"summer"
1990-09-22,113,56.5,"summer"
1990-09-23,97,50.5,"summer"
1990-09-24,103,53.5,"summer"
1990-09-25,120,67,"summer"
1990-09-26,128,67.5,"summer"
1990-09-27,108,65.5,"summer"
1990-09-28,127,61,"summer"
1990-09-29,112,58.5,"summer"
1990-09-30,108,52.5,"summer"
1990-10-01,110,57,"autumn"
1990-10-02,104,56.5,"autumn"
1990-10-03,122,67,"autumn"
1990-10-04,119,57.5,"autumn"
1990-10-05,117,68.5,"autumn"
1990-10-06,107,75,"autumn"
1990-10-07,92,55,"autumn"
1990-10-08,115,50.5,"autumn"
1990-10-09,114,47,"autumn"
1990-10-10,109,41.5,"autumn"
1990-10-11,113,46.5,"autumn"
1990-10-12,134,48.5,"autumn"
1990-10-13,106,52,"autumn"
1990-10-14,132,53.5,"autumn"
1990-10-15,122,51,"autumn"
1990-10-16,116,56,"autumn"
1990-10-17,121,65,"autumn"
1990-10-18,119,43,"autumn"
1990-10-19,118,40.5,"autumn"
1990-10-20,133,54.5,"autumn"
1990-10-21,103,49,"autumn"
1990-10-22,107,43.5,"autumn"
1990-10-23,122,46.5,"autumn"
1990-10-24,112,46.5,"autumn"
1990-10-25,101,40,"autumn"
1990-10-26,110,41,"autumn"
1990-10-27,122,52.5,"autumn"
1990-10-28,114,41,"autumn"
1990-10-29,108,45.5,"autumn"
1990-10-30,138,60,"autumn"
1990-10-31,123,58,"autumn"
1990-11-01,104,60,"autumn"
1990-11-02,121,65.5,"autumn"
1990-11-03,116,59.5,"autumn"
1990-11-04,109,42,"autumn"
1990-11-05,113,39.5,"autumn"
1990-11-06,109,36.5,"autumn"
1990-11-07,131,34,"autumn"
1990-11-08,128,31.5,"autumn"
1990-11-09,119,37,"autumn"
1990-11-10,96,40.5,"autumn"
1990-11-11,108,37.5,"autumn"
1990-11-12,126,38,"autumn"
1990-11-13,115,38,"autumn"
1990-11-14,122,51,"autumn"
1990-11-15,128,61,"autumn"
1990-11-16,99,47.5,"autumn"
1990-11-17,114,42,"autumn"
1990-11-18,107,45.5,"autumn"
1990-11-19,122,44,"autumn"
1990-11-20,125,44.5,"autumn"
1990-11-21,136,59.5,"autumn"
1990-11-22,109,43.5,"autumn"
1990-11-23,102,42,"autumn"
1990-11-24,105,42,"autumn"
1990-11-25,126,44.5,"autumn"
1990-11-26,114,53,"autumn"
1990-11-27,122,61,"autumn"
1990-11-28,111,39.5,"autumn"
1990-11-29,115,31.5,"autumn"
1990-11-30,108,41,"autumn"
1990-12-01,89,40.5,"autumn"
1990-12-02,110,33,"autumn"
1990-12-03,108,33,"autumn"
1990-12-04,121,22,"autumn"
1990-12-05,112,28.5,"autumn"
1990-12-06,104,29.5,"autumn"
1990-12-07,121,31,"autumn"
1990-12-08,128,37,"autumn"
1990-12-09,132,43,"autumn"
1990-12-10,116,39.5,"autumn"
1990-12-11,123,44,"autumn"
1990-12-12,120,45.5,"autumn"
1990-12-13,98,30.5,"autumn"
1990-12-14,127,30.5,"autumn"
1990-12-15,111,39.5,"autumn"
1990-12-16,122,34.5,"autumn"
1990-12-17,131,36.5,"autumn"
1990-12-18,112,34,"autumn"
1990-12-19,112,31,"autumn"
1990-12-20,111,40,"autumn"
1990-12-21,110,38,"autumn"
1990-12-22,132,17,"autumn"
1990-12-23,120,7,"autumn"
1990-12-24,133,8,"autumn"
1990-12-25,128,14.5,"autumn"
1990-12-26,124,3.5,"autumn"
1990-12-27,119,17.5,"autumn"
1990-12-28,135,31,"autumn"
1990-12-29,118,33.5,"autumn"
1990-12-30,149,15,"autumn"
1990-12-31,119,8,"autumn"
1991-01-01,138,20.5,"winter"
1991-01-02,113,16,"winter"
1991-01-03,129,6.5,"winter"
1991-01-04,133,14,"winter"
1991-01-05,143,25.5,"winter"
1991-01-06,113,20.5,"winter"
1991-01-07,111,21.5,"winter"
1991-01-08,141,25.5,"winter"
1991-01-09,114,24,"winter"
1991-01-10,126,22,"winter"
1991-01-11,120,29.5,"winter"
1991-01-12,110,25.5,"winter"
1991-01-13,98,24.5,"winter"
1991-01-14,109,31.5,"winter"
1991-01-15,135,30.5,"winter"
1991-01-16,133,31,"winter"
1991-01-17,117,26,"winter"
1991-01-18,132,21.5,"winter"
1991-01-19,127,36.5,"winter"
1991-01-20,122,26.5,"winter"
1991-01-21,132,10.5,"winter"
1991-01-22,131,11,"winter"
1991-01-23,123,21.5,"winter"
1991-01-24,122,9,"winter"
1991-01-25,137,7.5,"winter"
1991-01-26,135,15.5,"winter"
1991-01-27,131,22,"winter"
1991-01-28,146,25.5,"winter"
1991-01-29,118,19,"winter"
1991-01-30,131,15,"winter"
1991-01-31,135,17,"winter"
1991-02-01,144,29,"winter"
1991-02-02,135,39,"winter"
1991-02-03,131,42.5,"winter"
1991-02-04,126,44,"winter"
1991-02-05,123,39,"winter"
1991-02-06,128,35.5,"winter"
1991-02-07,111,32.5,"winter"
1991-02-08,139,34,"winter"
1991-02-09,146,37.5,"winter"
1991-02-10,119,30,"winter"
1991-02-11,136,22,"winter"
1991-02-12,129,24.5,"winter"
1991-02-13,121,32.5,"winter"
1991-02-14,146,22,"winter"
1991-02-15,135,8.5,"winter"
1991-02-16,120,16,"winter"
1991-02-17,124,35,"winter"
1991-02-18,123,38.5,"winter"
1991-02-19,126,35.5,"winter"
1991-02-20,138,36.5,"winter"
1991-02-21,121,47,"winter"
1991-02-22,131,34.5,"winter"
1991-02-23,114,26.5,"winter"
1991-02-24,106,28.5,"winter"
1991-02-25,139,21,"winter"
1991-02-26,121,19,"winter"
1991-02-27,125,23.5,"winter"
1991-02-28,128,39,"winter"
1991-03-01,124,48,"winter"
1991-03-02,125,37.5,"winter"
1991-03-03,136,25.5,"winter"
1991-03-04,111,31,"winter"
1991-03-05,135,39,"winter"
1991-03-06,125,39.5,"winter"
1991-03-07,116,28,"winter"
1991-03-08,105,32.5,"winter"
1991-03-09,120,33.5,"winter"
1991-03-10,117,34.5,"winter"
1991-03-11,146,40,"winter"
1991-03-12,127,32,"winter"
1991-03-13,121,32.5,"winter"
1991-03-14,139,34.5,"winter"
1991-03-15,115,34,"winter"
1991-03-16,118,39,"winter"
1991-03-17,118,39,"winter"
1991-03-18,137,42.5,"winter"
1991-03-19,128,44,"winter"
1991-03-20,103,47.5,"winter"
1991-03-21,117,60,"winter"
1991-03-22,127,55,"winter"
1991-03-23,105,47,"winter"
1991-03-24,104,45,"winter"
1991-03-25,130,49,"winter"
1991-03-26,135,63,"winter"
1991-03-27,126,56,"winter"
1991-03-28,128,42,"winter"
1991-03-29,132,30.5,"winter"
1991-03-30,128,33,"winter"
1991-03-31,103,43.5,"winter"
1991-04-01,127,41,"spring"
1991-04-02,110,39,"spring"
1991-04-03,128,51,"spring"
1991-04-04,112,52.5,"spring"
1991-04-05,109,60,"spring"
1991-04-06,106,70,"spring"
1991-04-07,95,69,"spring"
1991-04-08,106,65.5,"spring"
1991-04-09,118,44,"spring"
1991-04-10,113,43.5,"spring"
1991-04-11,121,38,"spring"
1991-04-12,110,44,"spring"
1991-04-13,102,45.5,"spring"
1991-04-14,125,58.5,"spring"
1991-04-15,123,53,"spring"
1991-04-16,116,53,"spring"
1991-04-17,110,47.5,"spring"
1991-04-18,107,46,"spring"
1991-04-19,104,46.5,"spring"
1991-04-20,119,40.5,"spring"
1991-04-21,109,44.5,"spring"
1991-04-22,119,48,"spring"
1991-04-23,119,50,"spring"
1991-04-24,116,50.5,"spring"
1991-04-25,108,53.5,"spring"
1991-04-26,112,59.5,"spring"
1991-04-27,122,64.5,"spring"
1991-04-28,100,64.5,"spring"
1991-04-29,112,64,"spring"
1991-04-30,107,57.5,"spring"
1991-05-01,107,52.5,"spring"
1991-05-02,126,55,"spring"
1991-05-03,99,46.5,"spring"
1991-05-04,121,52,"spring"
1991-05-05,99,56,"spring"
1991-05-06,112,45,"spring"
1991-05-07,116,53,"spring"
1991-05-08,114,55,"spring"
1991-05-09,135,62,"spring"
1991-05-10,114,65,"spring"
1991-05-11,119,70.5,"spring"
1991-05-12,126,74.5,"spring"
1991-05-13,131,76,"spring"
1991-05-14,111,74,"spring"
1991-05-15,106,72.5,"spring"
1991-05-16,123,73.5,"spring"
1991-05-17,122,60,"spring"
1991-05-18,104,50,"spring"
1991-05-19,101,54.5,"spring"
1991-05-20,110,60.5,"spring"
1991-05-21,112,68.5,"spring"
1991-05-22,102,74.5,"spring"
1991-05-23,115,74,"spring"
1991-05-24,112,77.5,"spring"
1991-05-25,98,67,"spring"
1991-05-26,108,76,"spring"
1991-05-27,108,77.5,"spring"
1991-05-28,106,80.5,"spring"
1991-05-29,116,79,"spring"
1991-05-30,117,77.5,"spring"
1991-05-31,107,77.5,"spring"
1991-06-01,112,74.5,"spring"
1991-06-02,94,72.5,"spring"
1991-06-03,120,69,"spring"
1991-06-04,82,61.5,"spring"
1991-06-05,121,61,"spring"
1991-06-06,105,62,"spring"
1991-06-07,118,65.5,"spring"
1991-06-08,127,67.5,"spring"
1991-06-09,115,72.5,"spring"
1991-06-10,97,75,"spring"
