video_id,trending_date,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled
x-uBFJLY8Ow,2017-11-19,Eric Strebel,26,2017-11-08T17:00:03.000Z,3987,100,4,15,False,False
EJu_wPGFTw0,2017-11-19,NBA on ESPN,17,2017-11-14T15:20:12.000Z,11156,58,4,5,False,False
DVAMKnfrQBk,2017-11-19,TODAY,25,2017-11-13T17:37:55.000Z,111077,567,38,102,False,False
UhZ56rcWwRQ,2017-11-20,Disney Movie Trailers,1,2017-11-20T01:22:15.000Z,165139,3496,471,557,False,False
ai_UWoM37dI,2017-11-20,Dwarf Mamba,24,2017-11-18T19:55:30.000Z,4575521,295650,5808,83065,False,False
LymuZ8abvmc,2017-11-20,Saturday Night Live,24,2017-11-19T07:14:52.000Z,1675419,12798,1558,1625,False,False
8mCcM-PUmLM,2017-11-20,Safiya Nygaard,22,2017-11-19T21:29:25.000Z,1174413,76342,698,7224,False,False
8sAApdJdG3A,2017-11-20,NFL,17,2017-11-19T22:14:59.000Z,226800,2167,123,1137,False,False
0s6-iFoCFNQ,2017-11-20,Kitchen Nightmares,24,2017-11-18T17:00:00.000Z,1726301,21400,617,3152,False,False
aKPz583WRpQ,2017-11-20,Just Wow me,24,2017-11-18T19:22:56.000Z,601839,6424,184,536,False,False
n6xzsLDzyBk,2017-11-20,ladygagaarraza,23,2017-11-20T02:45:15.000Z,18916,1425,28,180,False,False
pVypbknP4A8,2017-11-20,HBO,24,2017-11-19T03:23:32.000Z,214150,4262,535,753,False,False
WXlr35jV3cw,2017-11-20,mvt.ias,10,2017-11-20T03:10:33.000Z,19744,544,24,86,False,False
cH4E_t3m3xM,2017-11-20,SelenaGomezVEVO,10,2017-11-18T16:00:02.000Z,5620985,550027,10436,35849,False,False
60nDlMw5vFQ,2017-11-20,Vox,25,2017-11-18T16:09:31.000Z,703631,15716,849,2864,False,False
XY5OYFc1tzU,2017-11-20,CollegeHumor,23,2017-11-18T17:30:00.000Z,325569,12404,1024,1437,False,False
tr7I4vokl78,2017-11-20,The Tonight Show Starring Jimmy Fallon,23,2017-11-18T12:00:04.000Z,418595,4023,346,665,False,False
_wS7seijyks,2017-11-20,Rosanna Pansino,26,2017-11-18T17:00:16.000Z,541017,18581,692,2455,False,False
LDVXOo_HXKU,2017-11-20,WWE,17,2017-11-18T13:59:59.000Z,1704485,30305,1461,2622,False,False
PliRMGvytnA,2017-11-20,Simply Nailogical,24,2017-11-18T16:43:23.000Z,1891954,86481,879,8941,False,False
B4mK5OElAFQ,2017-11-20,Thomas Sanders,23,2017-11-18T18:29:57.000Z,212132,15161,457,3444,False,False
TyHvyGVs42U,2017-11-20,LuisFonsiVEVO,10,2017-11-17T05:00:01.000Z,38646917,1600400,68558,91398,False,False
A6-P1-xxF9Y,2017-11-20,AIA awards,22,2017-11-19T07:05:06.000Z,66888,1098,427,313,False,False
Y1n8F4uClUU,2017-11-20,CrashRacing,2,2017-11-18T04:57:43.000Z,1992282,10103,629,1971,False,False
w8vsuOXZBXc,2017-11-20,Fueled By Ramen,10,2017-11-17T15:00:16.000Z,1923973,138077,2830,10465,False,False
xnBtEib-H9E,2017-11-20,Refinery29,26,2017-11-19T16:00:05.000Z,42224,823,96,175,False,False
D818vkK10UQ,2017-11-20,Nile Wilson,17,2017-11-18T10:30:00.000Z,291062,10211,445,635,False,False
By6Mi7VlqcU,2017-11-20,Shade 45,22,2017-11-17T18:26:49.000Z,267395,2439,1423,1435,False,False
hLgIghY-FGc,2017-11-20,Taylor Nicole Dean,15,2017-11-18T07:13:05.000Z,446368,33965,512,4340,False,False
coOKvrsmQiI,2017-11-20,Warner Bros. Pictures,24,2017-11-16T21:15:08.000Z,12776633,130537,11553,24010,False,False
dpeDxEb9yeg,2017-11-20,Tasty,26,2017-11-17T23:00:04.000Z,458438,14738,361,806,False,False
BQ_0QLL2gqI,2017-11-20,HaileeSteinfeldVEVO,10,2017-11-17T18:00:00.000Z,2797467,148524,1585,4662,False,False
fRj34o4hN4I,2017-11-20,BostonDynamics,28,2017-11-16T21:12:25.000Z,9421291,191296,4403,34456,False,False
9Tb3xPmr3yg,2017-11-20,ABC News,25,2017-11-19T15:44:28.000Z,29041,191,24,177,False,False
FZiCWBplZ90,2017-11-20,AnthonyPadilla,23,2017-11-18T01:16:54.000Z,303310,26650,439,2134,False,False
NNywashg_mw,2017-11-20,ESPN,17,2017-11-19T14:10:10.000Z,16431,151,27,54,False,False
eOQpjvnm4ME,2017-11-20,The Late Show with Stephen Colbert,24,2017-11-17T08:35:01.000Z,1743129,19277,2172,3881,False,False
asu37n6sEBY,2017-11-20,ChrisStapletonVEVO,10,2017-11-17T16:08:06.000Z,372390,7993,408,547,False,False
ctx4YBEdOxo,2017-11-20,Marques Brownlee,28,2017-11-17T20:41:45.000Z,2638137,91307,3043,12009,False,False
nfbwPTsowEA,2017-11-20,Rclbeauty101,24,2017-11-17T22:00:03.000Z,602682,47008,1491,4520,False,False
5n9xafjynJA,2017-11-20,The Verge,28,2017-11-17T06:27:36.000Z,1923738,35159,843,5336,False,False
6GT7PrIIS5I,2017-11-20,Matthias Wandel,26,2017-11-17T12:30:00.000Z,327482,5917,690,500,False,False
UrSxvUc5R6Q,2017-11-20,John Campea,24,2017-11-18T19:42:33.000Z,44805,1496,106,1098,False,False
wc4v9uT6GWc,2017-11-20,USA TODAY,25,2017-11-19T17:22:39.000Z,13910,108,22,70,False,False
Qf1xyI_iKWA,2017-11-20,vlogbrothers,22,2017-11-17T18:26:16.000Z,172546,8823,343,1287,False,False
Q11GPMvTxQE,2017-11-20,BBC News,25,2017-11-19T12:28:24.000Z,95900,604,64,537,False,False
i9GSF3ROa58,2017-11-20,Green Day,10,2017-11-17T05:00:23.000Z,1647994,99765,2655,9056,False,False
ssVrzoCgr_w,2017-11-20,Late Night with Seth Meyers,23,2017-11-17T02:00:01.000Z,1577521,15755,694,1892,False,False
pOEzjT-SED0,2017-11-20,RemyMaVEVO,10,2017-11-16T15:00:07.000Z,2597587,83723,15686,21213,False,False
wuEKwkTqdw4,2017-11-20,NOLA.com,25,2017-11-19T05:07:23.000Z,17627,193,238,390,False,False
6uJf2IT2Zh8,2017-11-20,SMTOWN,10,2017-11-17T09:00:03.000Z,8097332,505290,15357,55549,False,False
VNqrILFD5h0,2017-11-20,Watch What Happens Live with Andy Cohen,24,2017-11-17T12:59:51.000Z,112443,594,197,179,False,False
p9wE8dyzEJE,2017-11-20,Paramount Pictures,1,2017-11-16T14:00:21.000Z,4251667,14290,375,2600,False,False
p8XP7A7kvzM,2017-11-20,The Late Late Show with James Corden,24,2017-11-16T06:44:16.000Z,10663409,210255,8458,11227,False,False
n47bRyBKjsw,2017-11-20,BuzzFeed Nifty,26,2017-11-18T20:00:10.000Z,50934,1349,40,138,False,False
U5sCjnezw4o,2017-11-20,MassLive,25,2017-11-17T04:20:40.000Z,126248,763,93,286,False,False
mNhxFzR25Rs,2017-11-20,TheEllenShow,24,2017-11-17T14:00:05.000Z,366465,11098,152,472,False,False
88kkrRv1UgI,2017-11-20,RealLifeLore,27,2017-11-17T16:37:31.000Z,332872,13117,759,1882,False,False
qS6LoRYUdhw,2017-11-20,AsapSCIENCE,28,2017-11-16T17:38:54.000Z,1101988,43550,674,3892,False,False
GIn4CeZq7Nw,2017-11-20,Funny Or Die,23,2017-11-17T15:00:03.000Z,63719,1046,115,117,False,False
r15_6z9xryo,2017-11-20,Sam Chui,19,2017-11-17T13:01:28.000Z,1126715,12919,1188,1248,False,False
wJh-jurxmGQ,2017-11-20,Good Morning Britain,24,2017-11-17T11:22:12.000Z,67147,395,53,0,True,False
kz3MEd1Jr0Q,2017-11-20,Ultra Music,10,2017-11-17T15:01:54.000Z,799867,57346,708,2922,False,False
fQvGSkTYJSE,2017-11-20,Tech Insider,2,2017-11-17T14:36:39.000Z,741859,8604,599,2847,False,False
JLOFZoBJnd8,2017-11-20,Maddie Ziegler,24,2017-11-18T01:40:29.000Z,416327,24167,249,1150,False,False
gk05IMU2RrU,2017-11-20,clothesencounters,26,2017-11-17T18:35:11.000Z,199206,9193,335,728,False,False
duRDizP0gHQ,2017-11-20,First We Feast,26,2017-11-16T16:00:05.000Z,989954,41261,734,5622,False,False
8-Cjsnq8kVU,2017-11-20,20th Century Fox,1,2017-11-15T14:01:03.000Z,10729515,300465,6613,13980,False,False
dcipHnWcB0w,2017-11-20,The Real Daytime,24,2017-11-16T18:03:56.000Z,614887,5594,448,597,False,False
TsYGNNPQ3ZU,2017-11-20,SUPERFRUIT,24,2017-11-17T17:01:09.000Z,151602,15327,164,1493,False,False
8-u5nd2GqNE,2017-11-20,Half as Interesting,27,2017-11-16T15:30:00.000Z,978535,25073,772,4344,False,False
nRafaCcfrcI,2017-11-20,Vogue,24,2017-11-16T13:00:50.000Z,5889680,458893,4635,22510,False,False
FKA-Jy6nuE0,2017-11-20,TimandFaithVEVO,10,2017-11-17T08:00:01.000Z,58233,1449,66,45,False,False
0O2IAz1E9Ts,2017-11-20,Vanity Fair,24,2017-11-16T17:00:54.000Z,720203,19850,1517,1073,False,False
2r_nGjgqPE0,2017-11-20,Atlantic Records,10,2017-11-16T17:07:45.000Z,775185,40873,348,1360,False,False
pvg2cw5oshg,2017-11-20,LukeBryanVEVO,10,2017-11-17T05:00:02.000Z,124901,3939,147,229,False,False
MGanJGGVSrw,2017-11-20,SiaVEVO,10,2017-11-17T05:00:00.000Z,786977,34409,518,1550,False,False
t1shnJT8NCY,2017-11-20,Full Frontal with Samantha Bee,22,2017-11-16T07:00:04.000Z,619920,7604,2603,1969,False,False
9PhM-zCmTFs,2017-11-20,Simon's Cat,15,2017-11-16T15:03:23.000Z,456234,21148,226,716,False,False
ixxR3ZoqnF0,2017-11-20,ibighit,10,2017-11-16T15:00:05.000Z,6674015,1003201,4600,84010,False,False
iASe_veKR74,2017-11-20,ToveLoVEVO,10,2017-11-17T14:00:06.000Z,158953,9980,125,500,False,False
UB1cGaIW81I,2017-11-20,Jimmy Kimmel Live,24,2017-11-17T10:00:01.000Z,51678,632,29,77,False,False
KGziD2V8Ppw,2017-11-20,ImagineDragonsVEVO,10,2017-11-17T05:00:01.000Z,507616,31774,571,2018,False,False
eKwAib6LosM,2017-11-20,MiguelVEVO,10,2017-11-17T05:00:01.000Z,300653,14228,123,768,False,False
Nz0qoOgyWSQ,2017-11-20,The Talk,24,2017-11-15T21:24:22.000Z,389849,2001,828,1628,False,False
UuCq8mtK8J4,2017-11-20,DJSnakeVEVO,10,2017-11-16T05:00:01.000Z,2329130,122211,1742,4400,False,False
S_5TyDFx6kc,2017-11-20,Grace Helbig,22,2017-11-16T22:00:01.000Z,209701,12859,98,426,False,False
TWpt-ze_cYU,2017-11-20,jacksfilms,23,2017-11-15T20:00:02.000Z,1373834,67021,640,66879,False,False
svZScJMh4Pg,2017-11-20,Dua Lipa,10,2017-11-16T17:02:13.000Z,617423,40618,665,2667,False,False
CziCidR4KcY,2017-11-20,MariahCareyVEVO,10,2017-11-16T11:01:00.000Z,533644,26802,1126,4976,False,False
tG4Fbj1B1bY,2017-11-20,Netflix,24,2017-11-17T00:39:19.000Z,98684,1714,235,244,False,False
PHWAZNkqwN4,2017-11-20,Bj̦rk,10,2017-11-16T10:07:18.000Z,279611,14937,533,1371,False,False
hpapqEeb36k,2017-11-20,You Suck At Cooking,26,2017-11-15T14:52:38.000Z,866709,35710,882,1952,False,False
EEIP1YpFXrE,2017-11-20,iHasCupquake,20,2017-11-15T20:00:00.000Z,1091211,43213,820,5980,False,False
Pubtjn5QIjg,2017-11-20,Lauren Elizabeth,26,2017-11-17T02:34:43.000Z,70307,3339,188,121,False,False
DhwwTxTh5To,2017-11-20,Austin Evans,28,2017-11-16T14:01:40.000Z,456680,14799,977,2317,False,False
0gwkMY-mzUQ,2017-11-20,Demi Lovato,24,2017-11-15T20:11:41.000Z,701536,36320,734,1813,False,False
K6xwB8Kkce0,2017-11-20,HarryStylesVEVO,10,2017-11-17T13:00:02.000Z,910217,167996,489,6990,False,False
szs2GAYwMHo,2017-11-20,E! Entertainment,24,2017-11-16T15:10:46.000Z,389506,3347,84,131,False,False
KkhR9z6pAMs,2017-11-20,Tamika Hall,24,2013-03-22T22:46:47.000Z,4970,13,1,1,False,False
KhxqJzr6FAE,2017-11-20,todrickhall,24,2017-11-16T17:23:57.000Z,53126,5757,33,435,False,False
NSgMcs1KdTI,2017-11-20,Matoma,10,2017-11-17T15:50:58.000Z,15353,1239,15,83,False,False
C_SJgw5MVFY,2017-11-20,MisterWivesVEVO,10,2017-11-17T05:00:00.000Z,17899,1508,29,160,False,False
5PB2YzNddI8,2017-11-20,JessieJVEVO,10,2017-11-17T05:00:00.000Z,483212,26752,435,1358,False,False
kOCkne-Bku4,2017-11-20,Lauv,10,2017-11-17T05:01:14.000Z,476488,34296,157,1410,False,False
YbHdBoHMxK4,2017-11-20,ParsonJamesVEVO,10,2017-11-17T08:00:02.000Z,18525,1124,4,59,False,False
8KT1UCsOE74,2017-11-20,Chris Stuckmann,24,2017-11-15T09:43:32.000Z,1048329,34097,1692,10445,False,False
AJkOHavUH_A,2017-11-20,Mayim Bialik,1,2017-11-16T16:37:47.000Z,61690,4483,377,957,False,False
cDDF4pPwEUU,2017-11-20,FreeDawkins,17,2017-11-17T04:25:04.000Z,25945,403,5,123,False,False
RrhSJzM8NLE,2017-11-20,alt-J,10,2017-11-15T13:10:12.000Z,479061,13671,592,828,False,False
9pbCuFxRuqs,2017-11-20,Jonathan Morrison,28,2017-11-16T02:34:28.000Z,645283,24187,1285,3494,False,False
Mn-3c6of8t8,2017-11-20,Sailor J,24,2017-11-15T13:29:28.000Z,138548,6762,538,1151,False,False
aHKzU_rXdw8,2017-11-20,Maggie Lindemann,26,2017-11-17T08:02:57.000Z,80851,9806,55,614,False,False
jG1JY0rt2Os,2017-11-20,FallOutBoyVEVO,10,2017-11-15T05:00:02.000Z,3155840,167396,4394,15158,False,False
YjBB89qsupM,2017-11-20,Major Lazer,10,2017-11-15T18:27:28.000Z,680277,36188,576,1030,False,False
IeTTfquV0iE,2017-11-20,ChloexHalleVEVO,10,2017-11-17T05:00:00.000Z,9663,665,8,63,False,False
WbYqfpnw7sE,2017-11-20,Kevin Rabatin,22,2017-11-15T03:34:28.000Z,1820,2,0,1,False,False
mjBIsBPG1N8,2017-11-20,Klossy,22,2017-11-16T15:23:10.000Z,169977,6152,150,315,False,False
cmoknv58jjE,2017-11-20,Tanner Braungardt,22,2017-11-14T21:00:02.000Z,2377193,65290,8777,9354,False,False
UwdLlnPaRAU,2017-11-20,WIRED,17,2017-11-15T17:00:36.000Z,639095,19158,222,1308,False,False
cxMvzK2OQTw,2017-11-20,Cards Against Humanity,23,2017-11-14T16:43:11.000Z,1336848,25355,8678,6521,False,False
k1cA-Wh3Tc0,2017-11-20,Matthias,28,2017-11-15T00:00:03.000Z,895210,20325,936,6444,False,False
xL_qpDkF5A8,2017-11-20,TV Promos,24,2017-11-15T01:25:18.000Z,485303,4389,164,499,False,False
dUMH6DVYskc,2017-11-20,Attaullah Malik,28,2017-11-14T12:02:49.000Z,2131855,11574,6079,3601,False,False
hXcoq5XDwyA,2017-11-20,Butch Hartman,20,2017-11-15T22:02:34.000Z,70025,4500,115,544,False,False
bAkEd8r7Nnw,2017-11-20,The Slow Mo Guys,24,2017-11-14T18:31:20.000Z,3658261,104137,2049,7122,False,False
QaASZecxQww,2017-11-20,NARLtv,24,2017-11-16T14:11:06.000Z,3699,19,3,1,False,False
YvfYK0EEhK4,2017-11-20,Brent Pella,23,2017-11-14T15:32:51.000Z,1549485,38632,2225,1806,False,False
ve3oQBjcAGI,2017-11-20,CinemaSins,1,2017-11-14T17:00:07.000Z,2031003,51470,2744,10669,False,False
p7KHGUwqF24,2017-11-20,FlyFastandLow,25,2017-11-16T13:14:08.000Z,4078,10,0,0,False,False
Mmkf4zYlW4E,2017-11-20,Wong Fu Productions,24,2017-11-16T00:31:44.000Z,102271,5099,80,387,False,False
qqs3fxfmWr4,2017-11-20,INSIDER,28,2017-11-15T22:00:02.000Z,267631,4384,123,312,False,False
5530I_pYjbo,2017-11-20,JunsKitchen,26,2017-11-14T12:06:56.000Z,2521580,166527,1006,8880,False,False
OlJykKOuank,2017-11-20,CupcakeJemma,26,2017-11-16T18:30:00.000Z,79915,4003,35,96,False,False
9SK1I0V6U5c,2017-11-20,Anwar Jibawi,23,2017-11-14T18:01:03.000Z,2259733,102055,1159,5927,False,False
i9EyFghIt5o,2017-11-20,SciShow,27,2017-11-15T22:00:01.000Z,139225,5699,350,956,False,False
ItYOdWRo0JY,2017-11-20,TechSmartt,28,2017-11-14T00:45:15.000Z,3762393,44018,46789,12592,False,False
rRsstfoKQeo,2017-11-20,RM Videos,23,2017-11-14T16:51:02.000Z,110590,104,5,10,False,False
eQVhAN7-IAw,2017-11-20,Taylor Swift,10,2017-11-15T03:43:47.000Z,786437,43223,649,2504,False,False
FvoPOdop0hA,2017-11-20,Video Library,2,2017-11-16T15:02:36.000Z,12953,5,2,4,False,False
g3VgrgV3kFk,2017-11-20,Single Shot,17,2017-11-16T22:50:00.000Z,999,3,1,1,False,False
Gnxv9OH-giQ,2017-11-20,Ranz Kyle,22,2017-11-16T13:12:49.000Z,412286,23916,220,1791,False,False
mcqWcLDUeag,2017-11-20,Movie Munchies,24,2017-11-15T10:17:25.000Z,152485,473,199,92,False,False
L9eFkmjIIWA,2017-11-20,It's Okay To Be Smart,27,2017-11-15T16:01:39.000Z,92483,4731,50,302,False,False
rutlOmdgqgI,2017-11-20,FRANKIEmusicVEVO,10,2017-11-17T08:00:06.000Z,6383,227,17,35,False,False
,2017-11-20,Mental Floss,27,2017-11-15T16:00:00.000Z,36905,1344,16,138,False,False
aHsfKnrNCG4,2017-11-20,daronjay,10,2017-11-14T13:25:56.000Z,3705,9,0,1,False,False
PGWBA_OzCE4,2017-11-20,ColliderVideos,24,2017-11-15T18:19:50.000Z,65019,2104,94,543,False,False
CtBca6H6Teg,2017-11-20,Screen Junkies,1,2017-11-14T18:00:01.000Z,1501028,35634,537,3971,False,False
W8vXDp7NuFs,2017-11-20,Matt Steffanina,24,2017-11-15T19:07:27.000Z,352336,21982,223,1082,False,False
Qj7DVNDb7To,2017-11-20,Jessii Vee,23,2017-11-15T22:18:21.000Z,109624,6349,76,4109,False,False
pcWKpGzhgq4,2017-11-20,The Graham Norton Show,24,2017-11-14T12:13:35.000Z,766050,8985,186,475,False,False
fdpYWltgYMk,2017-11-20,Tegan and Sara,10,2017-11-16T18:12:36.000Z,6044,462,2,31,False,False
9WT7NU3Rwr0,2017-11-20,Philadelphia 76ers,17,2017-11-16T06:26:28.000Z,14609,89,5,36,False,False
qDAxDcjgn-8,2017-11-20,theneedledrop,10,2017-11-14T23:06:27.000Z,302837,11337,825,2660,False,False
4ftGS_6i7mM,2017-11-20,SHOWTIME Sports,17,2017-11-15T16:33:51.000Z,35451,125,16,40,False,False
aujUl3yt6nM,2017-11-20,Quad9 DNS,22,2017-11-16T01:56:43.000Z,5218,42,2,13,False,False
vZzIS17HexE,2017-11-20,reputationswift,24,2017-11-15T03:11:17.000Z,42451,399,114,63,False,False
g0K5QoEj7FQ,2017-11-20,Access Hollywood,24,2017-11-14T22:34:14.000Z,55910,213,150,118,False,False
xhBMUFDdiok,2017-11-20,GinWigmoreVEVO,10,2017-11-16T13:05:00.000Z,5839,427,14,28,False,False
CvpwGru3s7s,2017-11-20,Taras Malyar,24,2017-11-06T17:51:30.000Z,2665,11,0,0,False,False
p2EY93WfBQk,2017-11-20,Jackie Aina,26,2017-11-14T21:03:47.000Z,370461,27945,588,2235,False,False
77McSTzTgg8,2017-11-20,NBC News,25,2017-11-15T21:05:13.000Z,39799,290,222,0,True,False
rO_mAQC9bv0,2017-11-20,astroboy1960,1,2009-03-10T00:27:20.000Z,15476,34,1,10,False,False
P7zi6oQ4fPQ,2017-11-20,YBF Chic,24,2017-11-15T20:53:51.000Z,2087,4,0,0,False,False
9kF9xY74h-E,2017-11-20,Dolan Twins,23,2017-11-14T21:00:47.000Z,1533488,168268,738,9395,False,False
L3br0klRqF4,2017-11-20,Washington Post,25,2017-11-14T21:51:20.000Z,166097,700,347,557,False,False
D-DYWvnrFs8,2017-11-20,Topi The Corgi,15,2017-11-15T23:30:44.000Z,29723,2083,8,227,False,False
Y9nDagqKL7Q,2017-11-20,ProZD,1,2017-11-13T20:47:49.000Z,631000,30664,536,1806,False,False
0ANDjPQPS_Q,2017-11-20,Pixielocks,26,2017-11-15T15:17:28.000Z,27408,2993,87,516,False,False
ENr6CXm1YxU,2017-11-20,RachelPlattenVEVO,10,2017-11-15T08:00:01.000Z,90268,2215,91,94,False,False
Jidk0O6uu-0,2017-11-20,Cody'sLab Backup,22,2017-11-15T07:25:03.000Z,77763,4640,42,483,False,False
DbJ2s_g1oDc,2017-11-20,REACT,24,2017-11-13T20:00:01.000Z,1014163,23095,1256,2919,False,False
1ZAPwfrtAFY,2017-11-20,LastWeekTonight,24,2017-11-13T07:30:00.000Z,6109402,151250,11508,19820,False,False
LduRwIc7eBA,2017-11-20,BBCRadio1VEVO,10,2017-11-15T18:59:30.000Z,42658,2120,25,136,False,False
aAm6AHr14zY,2017-11-20,DunkFest,17,2017-11-14T04:42:58.000Z,149257,178,26,102,False,False
VSVXhc5LlII,2017-11-20,Shmee150,2,2017-11-14T18:00:02.000Z,451675,7014,579,1833,False,False
6j-s9E3dRQ0,2017-11-20,The Orchard Movies,24,2017-11-14T23:15:24.000Z,874883,18686,711,844,False,False
gHZ1Qz0KiKM,2017-11-20,iJustine,28,2017-11-13T19:07:23.000Z,1038365,22594,2798,3142,False,False
l4bAoNAx2uo,2017-11-20,The Infographics Show,27,2017-11-13T17:11:30.000Z,877102,15480,2421,7843,False,False
Cr9oGxr0Qa0,2017-11-20,William Osman,28,2017-11-14T14:00:02.000Z,179948,7725,105,1007,False,False
E_86MEdNsAI,2017-11-20,Brian Hull,24,2017-11-14T19:48:51.000Z,122054,7081,103,893,False,False
2kyS6SvSYSE,2017-11-20,CaseyNeistat,22,2017-11-13T17:13:01.000Z,2564903,96321,7972,22149,False,False
NfLVVJOuY5M,2017-11-20,Red Bull,17,2017-11-14T16:00:04.000Z,215541,12465,46,537,False,False
5E4ZBSInqUU,2017-11-20,marshmello,10,2017-11-13T17:00:00.000Z,5468928,247884,5025,14903,False,False
FEjZiCPuvqQ,2017-11-20,Big Cat Rescue,15,2017-11-14T15:00:41.000Z,48037,2167,44,401,False,False
yxFdue1dCtE,2017-11-20,NBA,17,2017-11-15T01:10:19.000Z,141492,2025,70,292,False,False
lZ68j2J_GOM,2017-11-20,Gus Johnson,23,2017-11-13T14:44:24.000Z,152001,9020,244,360,False,False
7xhxjcejONk,2017-11-20,littleBits Electronics,28,2017-11-15T16:18:17.000Z,2358,17,1,1,False,False
VonJ4ASDO40,2017-11-20,Wendy Williams,24,2017-11-13T18:49:30.000Z,547362,10776,797,2486,False,False
I-5CODzeGEE,2017-11-20,Jenny Nicholson,1,2017-11-14T08:00:42.000Z,71707,4739,93,913,False,False
5qpjK5DgCt4,2017-11-20,Rudy Mancuso,23,2017-11-12T19:05:24.000Z,5315471,187303,7278,9990,False,False
PaJCFHXcWmM,2017-11-20,U2VEVO,10,2017-11-13T17:00:04.000Z,441712,12162,482,6058,False,False
U0hAC8O7RoI,2017-11-20,hp_overload,2,2017-11-13T01:43:12.000Z,1694708,43997,6027,3608,False,False
J7wMOb0WIfQ,2017-11-20,Audience Network,24,2017-10-27T19:41:06.000Z,11887,5,0,0,False,False
N0tmF4j4K6g,2017-11-20,BBC Earth,15,2017-11-15T10:00:02.000Z,46025,2106,17,167,False,False
zZ9FciUx6gs,2017-11-20,Nickelback,10,2017-11-13T15:31:44.000Z,459969,16399,822,1226,False,False
vU14JY3x81A,2017-11-20,Life Noggin,27,2017-11-13T14:00:03.000Z,538546,19822,245,6479,False,False
puqaWrEC7tY,2017-11-20,Good Mythical Morning,24,2017-11-13T11:00:04.000Z,913268,16729,1386,2988,False,False
nUv22OHdjQU,2017-11-21,Radovan Lazic,10,2017-11-20T03:20:47.000Z,1136686,12260,3978,6087,False,False
UhZ56rcWwRQ,2017-11-21,Disney Movie Trailers,1,2017-11-20T01:22:15.000Z,1145941,15400,3484,3313,False,False
fEjag-a7TyU,2017-11-21,Duston Ward,17,2017-11-20T13:40:31.000Z,578128,5704,225,777,False,False
3k6RD9zVvpE,2017-11-21,Rudy Mancuso,23,2017-11-20T21:07:17.000Z,771035,84031,474,5081,False,False
,2017-11-21,Cracked,23,2017-11-20T17:00:00.000Z,327936,11643,584,1305,False,False
w2Es7-c9GAk,2017-11-21,Entertainment Tonight,10,2017-11-20T04:59:46.000Z,1257634,6971,1342,1230,False,False
B-PVT_rclnM,2017-11-21,CollegeHumor,23,2017-11-20T18:30:01.000Z,353570,20145,488,977,False,False
6LuHS7ZeSjE,2017-11-21,Smosh,23,2017-11-20T17:00:01.000Z,582747,26750,663,1604,False,False
R8hccXRk3MI,2017-11-21,Good Mythical Morning,24,2017-11-20T11:00:03.000Z,339761,7031,1031,1136,False,False
wx-M8sxcOp8,2017-11-21,NFL,17,2017-11-20T04:57:26.000Z,1056136,8709,509,4358,False,False
jH2t4Tcl3Pg,2017-11-21,Bruno Mars,10,2017-11-20T16:14:48.000Z,301265,21174,270,1279,False,False
3oXhLdeuxDw,2017-11-21,The Weather Channel,25,2017-11-20T20:16:53.000Z,60509,843,29,201,False,False
aVpvVq_yZLM,2017-11-21,The View,25,2017-11-20T16:13:29.000Z,108339,663,427,801,False,False
luZEZgZNFAg,2017-11-21,Bon App̩tit,26,2017-11-20T16:01:03.000Z,123251,3601,149,400,False,False
zOgle88sKro,2017-11-21,Tom Scott,27,2017-11-20T16:00:04.000Z,372127,17272,106,922,False,False
YkLzdHTv3G0,2017-11-21,ExplosmEntertainment,23,2017-11-20T06:00:01.000Z,638074,32479,772,1865,False,False
FZ_jNGKCIWs,2017-11-21,TED-Ed,27,2017-11-20T16:04:02.000Z,128287,5310,490,1624,False,False
G_UHknhNbAQ,2017-11-21,Vox,25,2017-11-20T13:01:34.000Z,455289,14025,441,2340,False,False
iBy6XRHPODQ,2017-11-21,The Grand Tour,24,2017-11-20T14:58:54.000Z,451973,16364,82,1324,False,False
dLRZTBtdMUg,2017-11-21,slaymeclarkson c:,10,2017-11-20T19:13:47.000Z,54002,1175,29,89,False,False
WXlr35jV3cw,2017-11-21,mvt.ias,10,2017-11-20T03:10:33.000Z,172146,2840,254,498,False,False
vNya04dlC4I,2017-11-21,Washington Post,24,2017-11-20T15:38:58.000Z,29254,114,156,138,False,False
ZkPSbp3zTfo,2017-11-21,Saturday Night Live,24,2017-11-19T07:13:11.000Z,2364742,49833,2782,5252,False,False
euaGS3tPRBw,2017-11-21,HBO,1,2017-11-19T17:59:04.000Z,1609627,22942,1590,2314,False,False
X_tYrnv_o6A,2017-11-21,Veritasium,27,2017-11-20T15:00:02.000Z,251683,20617,137,2526,False,False
ai_UWoM37dI,2017-11-21,Dwarf Mamba,24,2017-11-18T19:55:30.000Z,5617078,328517,7469,92222,False,False
FaJmopuuhZE,2017-11-21,Josh Groban,10,2017-11-20T16:00:08.000Z,43667,2408,66,273,False,False
iatq3Rn4vsg,2017-11-21,Cut,24,2017-11-20T13:00:04.000Z,169239,5912,113,742,False,False
8mCcM-PUmLM,2017-11-21,Safiya Nygaard,22,2017-11-19T21:29:25.000Z,1967661,107403,1159,9359,False,False
TIQqb80eg24,2017-11-21,Billboard,10,2017-11-20T04:45:11.000Z,1587706,88437,1367,7907,False,False
