relevance_score,query_id,feature_001,feature_002,feature_003,feature_004,feature_005,feature_006,feature_007,feature_008,feature_009,feature_010,feature_011,feature_012,feature_013,feature_014,feature_015,feature_016,feature_017,feature_018,feature_019,feature_020,feature_021,feature_022,feature_023,feature_024,feature_025,feature_026,feature_027,feature_028,feature_029,feature_030,feature_031,feature_032,feature_033,feature_034,feature_035,feature_036,feature_037,feature_038,feature_039,feature_040,feature_041,feature_042,feature_043,feature_044,feature_045,feature_046,feature_047,feature_048,feature_049,feature_050,feature_051,feature_052,feature_053,feature_054,feature_055,feature_056,feature_057,feature_058,feature_059,feature_060,feature_061,feature_062,feature_063,feature_064,feature_065,feature_066,feature_067,feature_068,feature_069,feature_070,feature_071,feature_072,feature_073,feature_074,feature_075,feature_076,feature_077,feature_078,feature_079,feature_080,feature_081,feature_082,feature_083,feature_084,feature_085,feature_086,feature_087,feature_088,feature_089,feature_090,feature_091,feature_092,feature_093,feature_094,feature_095,feature_096,feature_097,feature_098,feature_099,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136
0,196,2,0,2,0,2,1,0,1,0,1,343,0,11,8,362,3.426817,13.197754,11.445047,13.539492,3.424952,11,0,3,0,14,5,0,1,0,7,6,0,2,0,7,5.5,0,1.5,0,7,0.25,0,0.25,0,0,0.03207,0,0.272727,0,0.038674,0.014577,0,0.090909,0,0.019337,0.017493,0,0.181818,0,0.019337,0.016035,0,0.136364,0,0.019337,2.00E-06,0,0.002066,0,0,19.04746,0,16.428374,0,23.974661,7.567218,0,6.46172,0,10.585479,11.480242,0,9.966654,0,13.389182,9.52373,0,8.214187,0,11.987331,3.827939,0,3.071141,0,1.965187,1,0,1,0,1,0.996149,0,0.943212,0,1,9.674901,0,11.480344,0,10.050243,-8.521616,-12.59244,-5.727176,-13.880136,-8.081541,-11.773044,-14.793148,-13.483961,-16.711063,-11.375868,-8.477763,-13.298362,-4.31251,-14.736756,-8.096425,4,44,143,0,26734,60284,1,1,0,0,0
0,196,2,0,2,0,2,1,0,1,0,1,276,0,12,8,296,3.426817,13.197754,11.445047,13.539492,3.424952,9,0,3,0,12,3,0,1,0,5,6,0,2,0,7,4.5,0,1.5,0,6,2.25,0,0.25,0,1,0.032609,0,0.25,0,0.040541,0.01087,0,0.083333,0,0.016892,0.021739,0,0.166667,0,0.023649,0.016304,0,0.125,0,0.02027,3.00E-05,0,0.001736,0,1.10E-05,16.020573,0,16.428374,0,20.950239,4.540331,0,6.46172,0,7.561057,11.480242,0,9.966654,0,13.389182,8.010287,0,8.214187,0,10.475119,12.040592,0,3.071141,0,8.491762,1,0,1,0,1,0.955276,0,0.943212,0,0.987558,9.427299,0,10.891329,0,9.991054,-8.699744,-12.59244,-5.901199,-13.880136,-8.05674,-12.096653,-14.793148,-13.484955,-16.711063,-11.594703,-8.552686,-13.298362,-4.486455,-14.736756,-8.030155,4,45,34,0,6691,60284,1,1,0,0,0
2,196,2,0,2,0,2,1,0,1,0,1,211,0,11,8,230,3.426817,13.197754,11.445047,13.539492,3.424952,8,0,3,0,11,3,0,1,0,5,5,0,2,0,6,4,0,1.5,0,5.5,1,0,0.25,0,0.25,0.037915,0,0.272727,0,0.047826,0.014218,0,0.090909,0,0.021739,0.023697,0,0.181818,0,0.026087,0.018957,0,0.136364,0,0.023913,2.20E-05,0,0.002066,0,5.00E-06,14.107199,0,16.428374,0,19.037498,4.540331,0,6.46172,0,7.561057,9.566869,0,9.966654,0,11.476442,7.0536,0,8.214187,0,9.518749,6.31652,0,3.071141,0,3.83256,1,0,1,0,1,0.973378,0,0.943212,0,0.996149,9.540775,0,11.480344,0,10.087737,-8.384481,-12.59244,-5.728196,-13.880136,-7.732511,-12.19999,-14.793148,-13.483961,-16.711063,-11.675395,-8.199633,-13.298362,-4.31251,-14.736756,-7.680854,4,45,106,0,25707,60284,1,1,0,0,0
0,196,2,0,1,2,2,1,0,0.5,1,1,683,1,8,22,714,3.426817,13.197754,11.445047,13.539492,3.424952,25,0,1,3,29,8,0,0,1,9,17,0,1,2,20,12.5,0,0.5,1.5,14.5,20.25,0,0.25,0.25,30.25,0.036603,0,0.125,0.136364,0.040616,0.011713,0,0,0.045455,0.012605,0.02489,0,0.125,0.090909,0.028011,0.018302,0,0.0625,0.068182,0.020308,4.30E-05,0,0.003906,0.000517,5.90E-05,41.035532,0,4.983327,19.714402,47.458889,15.30699,0,0,7.364581,17.214663,25.728542,0,4.983327,12.349822,30.244226,20.517766,0,2.491664,9.857201,23.729445,27.152188,0,6.208387,6.213156,42.442383,1,0,0,1,1,0.935235,0,0.611126,0.944309,0.928364,9.988381,0,4.783456,9.557973,10.165291,-8.255558,-12.59244,-12.061873,-7.118141,-8.049458,-10.717374,-14.793148,-14.972303,-14.168955,-10.480827,-8.34477,-13.298362,-12.926199,-5.699172,-8.153845,6,128,91,4,1840,51788,5,9,0,0,0
1,196,2,0,1,0,2,1,0,0.5,0,1,830,3,2,5,840,3.426817,13.197754,11.445047,13.539492,3.424952,23,0,1,0,24,2,0,0,0,2,21,0,1,0,22,11.5,0,0.5,0,12,90.25,0,0.25,0,100,0.027711,0,0.5,0,0.028571,0.00241,0,0,0,0.002381,0.025301,0,0.5,0,0.02619,0.013855,0,0.25,0,0.014286,0.000131,0,0.0625,0,0.000142,35.609064,0,4.983327,0,37.09413,3.826747,0,0,0,3.825481,31.782316,0,4.983327,0,33.268649,17.804532,0,2.491664,0,18.547065,195.37846,0,6.208387,0,216.725043,1,0,0,0,1,0.723767,0,0.611126,0,0.720138,7.716107,0,8.564264,0,7.75342,-10.097759,-12.59244,-10.688964,-13.880136,-10.07398,-11.793021,-14.793148,-14.966318,-16.711063,-11.759533,-9.896725,-13.298362,-11.540549,-14.736756,-9.874266,2,28,76,0,61483,32991,5,5,0,0,0
0,196,2,0,1,0,2,1,0,0.5,0,1,313,0,11,8,332,3.426817,13.197754,11.445047,13.539492,3.424952,10,0,2,0,12,4,0,0,0,6,6,0,2,0,6,5,0,1,0,6,1,0,1,0,0,0.031949,0,0.181818,0,0.036145,0.01278,0,0,0,0.018072,0.019169,0,0.181818,0,0.018072,0.015974,0,0.090909,0,0.018072,1.00E-05,0,0.008264,0,0,17.534017,0,9.966654,0,20.54971,6.053775,0,0,0,9.073268,11.480242,0,9.966654,0,11.476442,8.767008,0,4.983327,0,10.274855,7.361638,0,24.833549,0,1.443811,1,0,0,0,1,0.982424,0,0.611126,0,1,9.575728,0,6.39933,0,9.881286,-8.600285,-12.59244,-11.127873,-13.880136,-8.252434,-11.919992,-14.793148,-14.68197,-16.711063,-11.617628,-8.517355,-13.298362,-12.551774,-14.736756,-8.231305,4,45,63,0,13412,60284,1,1,0,0,0
2,196,2,0,0,1,2,1,0,0,0.5,1,477,0,8,9,494,3.426817,13.197754,11.445047,13.539492,3.424952,7,0,0,1,8,2,0,0,0,2,5,0,0,1,6,3.5,0,0,0.5,4,2.25,0,0,0.25,4,0.014675,0,0,0.111111,0.016194,0.004193,0,0,0,0.004049,0.010482,0,0,0.111111,0.012146,0.007338,0,0,0.055556,0.008097,1.00E-05,0,0,0.003086,1.60E-05,12.593756,0,0,7.364581,14.500864,3.026887,0,0,0,3.024423,9.566869,0,0,7.364581,11.476442,6.296878,0,0,3.68229,7.250432,10.692839,0,0,13.559263,17.859157,1,0,0,0,1,0.931111,0,0,0.766206,0.911386,7.945045,0,0,7.165865,8.137739,-10.537341,-12.59244,-12.645238,-12.058263,-10.398204,-12.691602,-14.793148,-14.976283,-15.771832,-12.545078,-10.222263,-13.298362,-13.331235,-12.907062,-10.109919,2,46,1,1,21827,37239,5,8,0,0,0
0,196,2,0,2,0,2,1,0,1,0,1,307,0,14,8,329,3.426817,13.197754,11.445047,13.539492,3.424952,12,0,3,0,15,5,0,1,0,6,7,0,2,0,9,6,0,1.5,0,7.5,1,0,0.25,0,2.25,0.039088,0,0.214286,0,0.045593,0.016287,0,0.071429,0,0.018237,0.022801,0,0.142857,0,0.027356,0.019544,0,0.107143,0,0.022796,1.10E-05,0,0.001276,0,2.10E-05,20.160974,0,16.428374,0,25.086344,9.566869,0,6.46172,0,11.476442,10.594105,0,9.966654,0,13.609902,10.080487,0,8.214187,0,12.543172,0.263804,0,3.071141,0,1.137913,1,0,1,0,1,0.986015,0,0.943212,0,0.979805,9.870035,0,9.878996,0,10.161198,-8.135047,-12.59244,-6.206444,-13.880136,-7.792475,-11.627812,-14.793148,-13.486942,-16.711063,-11.270982,-8.103465,-13.298362,-4.794601,-14.736756,-7.809062,4,47,127,0,6330,60284,1,1,0,0,0
1,196,2,0,2,2,2,1,0,1,1,1,821,0,11,23,855,3.426817,13.197754,11.445047,13.539492,3.424952,48,0,3,3,54,10,0,1,1,12,38,0,2,2,42,24,0,1.5,1.5,27,196,0,0.25,0.25,225,0.058465,0,0.272727,0.130435,0.063158,0.01218,0,0.090909,0.043478,0.014035,0.046285,0,0.181818,0.086957,0.049123,0.029233,0,0.136364,0.065217,0.031579,0.000291,0,0.002066,0.000473,0.000308,76.644595,0,16.428374,19.714402,86.465759,19.133737,0,6.46172,7.364581,22.952884,57.510858,0,9.966654,12.349822,63.512876,38.322298,0,8.214187,9.857201,43.23288,368.200859,0,3.071141,6.213156,411.278239,1,0,1,1,1,0.842013,0,0.943212,0.944309,0.854883,10.343428,0,11.480344,9.257785,10.532946,-7.559379,-12.59244,-5.728196,-7.206429,-7.345785,-9.846852,-14.793148,-13.483961,-14.169944,-9.60343,-7.686782,-13.298362,-4.31251,-5.788053,-7.486088,7,137,1,3,841,51788,15,13,0,0,0
0,196,2,0,1,1,2,1,0,0.5,0.5,1,339,0,7,8,354,3.426817,13.197754,11.445047,13.539492,3.424952,29,0,2,1,32,2,0,0,0,2,27,0,2,1,30,14.5,0,1,0.5,16,156.25,0,1,0.25,196,0.085546,0,0.285714,0.125,0.090395,0.0059,0,0,0,0.00565,0.079646,0,0.285714,0.125,0.084746,0.042773,0,0.142857,0.0625,0.045198,0.00136,0,0.020408,0.003906,0.001564,44.689726,0,9.966654,6.174911,49.19182,3.826747,0,0,0,3.825481,40.862978,0,9.966654,6.174911,45.36634,22.344863,0,4.983327,3.087455,24.59591,342.920599,0,24.833549,9.532381,431.410744,1,0,0,0,1,0.706228,0,0.611126,0.642595,0.699869,9.092848,0,7.967927,6.424452,9.088262,-8.07728,-12.59244,-10.630923,-13.131536,-8.056315,-11.173678,-14.793148,-14.677988,-16.702119,-11.089047,-7.866131,-13.298362,-12.100003,-13.983232,-7.847211,3,59,33,1,47745,59094,1,1,0,0,0
1,196,2,0,1,0,2,1,0,0.5,0,1,540,0,4,14,558,3.426817,13.197754,11.445047,13.539492,3.424952,13,0,1,0,14,3,0,0,0,3,10,0,1,0,11,6.5,0,0.5,0,7,12.25,0,0.25,0,16,0.024074,0,0.25,0,0.02509,0.005556,0,0,0,0.005376,0.018519,0,0.25,0,0.019713,0.012037,0,0.125,0,0.012545,4.20E-05,0,0.015625,0,5.10E-05,23.674068,0,6.46172,0,25.576777,4.540331,0,0,0,4.536634,19.133737,0,6.46172,0,21.040143,11.837034,0,3.23086,0,12.788389,53.241876,0,10.438457,0,68.091454,1,0,0,0,1,0.900341,0,0.791534,0,0.8908,8.989986,0,8.789332,0,9.050938,-9.458647,-12.59244,-9.88641,-13.880136,-9.420543,-11.848763,-14.793148,-14.18714,-16.711063,-11.774217,-9.377567,-13.298362,-10.735627,-14.736756,-9.347553,4,70,0,37,5981,59858,3,3,0,0,0
0,196,2,0,2,0,2,1,0,1,0,1,382,0,9,4,395,3.426817,13.197754,11.445047,13.539492,3.424952,3,0,2,0,5,1,0,1,0,2,2,0,1,0,3,1.5,0,1,0,2.5,0.25,0,0,0,0.25,0.007853,0,0.222222,0,0.012658,0.002618,0,0.111111,0,0.005063,0.005236,0,0.111111,0,0.007595,0.003927,0,0.111111,0,0.006329,2.00E-06,0,0,0,2.00E-06,4.940261,0,11.445047,0,8.362115,1.913374,0,4.983327,0,3.825481,3.026887,0,6.46172,0,4.536634,2.47013,0,5.722524,0,4.181057,0.309978,0,0.546411,0,0.126435,1,0,1,0,1,0.944232,0,1,0,0.979805,5.870767,0,10.233088,0,7.494437,-12.574485,-12.59244,-6.780482,-13.880136,-10.771794,-13.817642,-14.793148,-13.775289,-16.711063,-13.107587,-11.379642,-13.298362,-4.603988,-14.736756,-10.359532,2,15,286,3,43450,9155,3,25,0,0,0
2,196,2,1,2,0,2,1,0.5,1,0,1,93,6,7,6,112,3.426817,13.197754,11.445047,13.539492,3.424952,6,1,2,0,9,2,0,1,0,3,4,1,1,0,6,3,0.5,1,0,4.5,1,0.25,0,0,2.25,0.064516,0.166667,0.285714,0,0.080357,0.021505,0,0.142857,0,0.026786,0.043011,0.166667,0.142857,0,0.053571,0.032258,0.083333,0.142857,0,0.040179,0.000116,0.006944,0,0,0.000179,9.880522,5.894112,11.445047,0,14.811489,3.826747,0,4.983327,0,5.738221,6.053775,5.894112,6.46172,0,9.073268,4.940261,2.947056,5.722524,0,7.405744,1.239912,8.685139,0.546411,0,2.780635,1,0,1,0,1,0.944232,0.628159,1,0,0.944226,9.404073,4.228738,11.858527,0,10.033354,-7.590495,-11.664481,-6.280574,-13.880136,-6.92462,-12.625958,-14.786181,-13.773297,-16.711063,-12.012676,-7.192954,-12.526008,-4.101622,-14.736756,-6.754534,2,33,77,1,63632,45173,8,4,0,2,6.8
2,196,2,0,0,0,2,1,0,0,0,1,271,0,4,4,279,3.426817,13.197754,11.445047,13.539492,3.424952,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,2.5,0,0,0,2.5,0.25,0,0,0,0.25,0.01845,0,0,0,0.017921,0.00738,0,0,0,0.007168,0.01107,0,0,0,0.010753,0.009225,0,0,0,0.008961,3.00E-06,0,0,0,3.00E-06,8.367078,0,0,0,8.362115,3.826747,0,0,0,3.825481,4.540331,0,0,0,4.536634,4.183539,0,0,0,4.181057,0.1273,0,0,0,0.126435,1,0,0,0,1,0.979806,0,0,0,0.979805,8.079626,0,0,0,8.066447,-10.038361,-12.59244,-12.645238,-13.880136,-10.096208,-12.998115,-14.793148,-14.976283,-16.711063,-13.008294,-9.611319,-13.298362,-13.331235,-14.736756,-9.66922,1,19,0,0,12901,35485,2,4,0,0,0
2,196,1,0,0,0,1,0.5,0,0,0,0.5,2992,0,1,10,3003,3.426817,13.197754,11.445047,13.539492,3.424952,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.5,0,0,0,0.5,0.25,0,0,0,0.25,0.000334,0,0,0,0.000333,0,0,0,0,0,0.000334,0,0,0,0.000333,0.000167,0,0,0,0.000167,0,0,0,0,0,1.513444,0,0,0,1.512211,0,0,0,0,0,1.513444,0,0,0,1.512211,0.756722,0,0,0,0.756106,0.572628,0,0,0,0.571696,0,0,0,0,0,0.640897,0,0,0,0.640775,0.609998,0,0,0,0.619435,-18.137314,-12.59244,-12.645238,-13.880136,-18.140716,-16.533946,-14.793148,-14.976283,-16.711063,-16.550776,-18.15379,-13.298362,-13.331235,-14.736756,-18.1695,4,61,251,1,15120,64571,1,1,0,1,22.2
0,196,2,2,2,1,2,1,1,1,0.5,1,552,7,12,12,583,3.426817,13.197754,11.445047,13.539492,3.424952,31,2,3,1,37,6,1,1,0,8,25,1,2,1,29,15.5,1,1.5,0.5,18.5,90.25,0,0.25,0.25,110.25,0.056159,0.285714,0.25,0.083333,0.063465,0.01087,0.142857,0.083333,0,0.013722,0.04529,0.142857,0.166667,0.083333,0.049743,0.02808,0.142857,0.125,0.041667,0.031732,0.000296,0,0.001736,0.001736,0.000324,49.316333,13.197754,16.428374,6.174911,59.156051,11.480242,5.894112,6.46172,0,15.301922,37.836091,7.303642,9.966654,6.174911,43.854128,24.658167,6.598877,8.214187,3.087455,29.578025,173.657691,0.496694,3.071141,9.532381,203.807117,1,1,1,0,1,0.828025,1,0.943212,0.642595,0.849334,10.071323,8.48895,10.891329,5.030679,10.400039,-7.755979,-6.278409,-5.902219,-13.534699,-7.395633,-10.515407,-13.666466,-13.484955,-16.706099,-10.138261,-7.821943,-4.101517,-4.486455,-14.388587,-7.496053,2,83,329,2,2455,56531,11,8,0,0,0
0,196,1,0,1,0,1,0.5,0,0.5,0,0.5,269,0,11,8,288,3.426817,13.197754,11.445047,13.539492,3.424952,15,0,1,0,16,0,0,0,0,0,15,0,1,0,16,7.5,0,0.5,0,8,56.25,0,0.25,0,64,0.055762,0,0.090909,0,0.055556,0,0,0,0,0,0.055762,0,0.090909,0,0.055556,0.027881,0,0.045455,0,0.027778,0.000777,0,0.002066,0,0.000772,22.701655,0,4.983327,0,24.195381,0,0,0,0,0,22.701655,0,4.983327,0,24.195381,11.350827,0,2.491664,0,12.097691,128.841281,0,6.208387,0,146.354117,0,0,0,0,0,0.640897,0,0.611126,0,0.640775,4.921124,0,3.918516,0,4.930475,-11.756557,-12.59244,-12.578784,-13.880136,-11.807301,-13.000215,-14.793148,-14.975289,-16.711063,-12.970132,-13.231652,-13.298362,-13.24433,-14.736756,-13.248175,4,49,106,1,59753,33907,3,13,0,7,13.06666667
1,196,2,0,2,0,2,1,0,1,0,1,808,0,6,7,821,3.426817,13.197754,11.445047,13.539492,3.424952,26,0,2,0,28,3,0,1,0,4,23,0,1,0,24,13,0,1,0,14,100,0,0,0,100,0.032178,0,0.333333,0,0.034105,0.003713,0,0.166667,0,0.004872,0.028465,0,0.166667,0,0.029233,0.016089,0,0.166667,0,0.017052,0.000153,0,0,0,0.000148,40.549325,0,11.445047,0,43.944033,5.740121,0,4.983327,0,7.650961,34.809204,0,6.46172,0,36.293072,20.274662,0,5.722524,0,21.972016,211.252891,0,0.546411,0,205.092625,1,0,1,0,1,0.751703,0,1,0,0.778707,8.482104,0,12.881593,0,8.974114,-9.407438,-12.59244,-5.974999,-13.880136,-9.04574,-11.377811,-14.793148,-13.772301,-16.711063,-11.110172,-9.352576,-13.298362,-3.793452,-14.736756,-9.056941,2,40,1,5,915,61146,15,4,0,0,0
0,196,2,0,0,0,2,1,0,0,0,1,340,0,5,5,350,3.426817,13.197754,11.445047,13.539492,3.424952,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0.011765,0,0,0,0.011429,0.005882,0,0,0,0.005714,0.005882,0,0,0,0.005714,0.005882,0,0,0,0.005714,0,0,0,0,0,6.853635,0,0,0,6.849903,3.026887,0,0,0,3.024423,3.826747,0,0,0,3.825481,3.426817,0,0,0,3.424952,0.159944,0,0,0,0.160423,1,0,0,0,1,1,0,0,0,1,7.233208,0,0,0,7.219038,-11.029134,-12.59244,-12.645238,-13.880136,-11.085996,-13.322382,-14.793148,-14.976283,-16.711063,-13.333994,-10.46336,-13.298362,-13.331235,-14.736756,-10.52086,2,20,0,13,65521,60041,1,7,0,313,60.56239928
2,196,2,0,2,0,2,1,0,1,0,1,1117,0,10,7,1134,3.426817,13.197754,11.445047,13.539492,3.424952,60,0,4,0,64,9,0,2,0,11,51,0,2,0,53,30,0,2,0,32,441,0,0,0,441,0.053715,0,0.4,0,0.056437,0.008057,0,0.2,0,0.0097,0.045658,0,0.2,0,0.046737,0.026858,0,0.2,0,0.028219,0.000353,0,0,0,0.000343,94.405989,0,22.890095,0,101.187343,17.220363,0,9.966654,0,21.040143,77.185626,0,12.92344,0,80.1472,47.202995,0,11.445047,0,50.593672,898.95817,0,2.185646,0,873.411044,1,0,1,0,1,0.785786,0,1,0,0.807105,9.93359,0,15.457912,0,10.195462,-7.982387,-12.59244,-4.075355,-13.880136,-7.760905,-9.858652,-14.793148,-12.953394,-16.711063,-9.645541,-8.111981,-13.298362,-3.42894,-14.736756,-7.90397,3,32,4,1,898,38608,1,32,0,0,0
1,196,2,1,2,0,2,1,0.5,1,0,1,212,6,14,8,240,3.426817,13.197754,11.445047,13.539492,3.424952,10,1,3,0,14,4,0,1,0,6,6,1,2,0,8,5,0.5,1.5,0,7,1,0.25,0.25,0,1,0.04717,0.166667,0.214286,0,0.058333,0.018868,0,0.071429,0,0.025,0.028302,0.166667,0.142857,0,0.033333,0.023585,0.083333,0.107143,0,0.029167,2.20E-05,0.006944,0.001276,0,1.70E-05,17.534017,7.303642,16.428374,0,24.37519,6.053775,0,6.46172,0,9.073268,11.480242,7.303642,9.966654,0,15.301922,8.767008,3.651821,8.214187,0,12.187595,7.361638,13.335798,3.071141,0,9.699034,1,0,1,0,1,0.982424,0.778085,0.943212,0,0.990738,9.962767,5.240008,9.878996,0,10.405558,-7.827432,-10.183979,-6.207462,-13.880136,-7.289343,-11.830695,-14.04725,-13.486942,-16.711063,-11.276066,-7.740608,-11.034496,-4.794601,-14.736756,-7.296729,4,46,446,4,51523,60588,1,1,0,1,1.6
0,196,2,0,0,0,2,1,0,0,0,1,271,0,4,4,279,3.426817,13.197754,11.445047,13.539492,3.424952,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,2.5,0,0,0,2.5,0.25,0,0,0,0.25,0.01845,0,0,0,0.017921,0.00738,0,0,0,0.007168,0.01107,0,0,0,0.010753,0.009225,0,0,0,0.008961,3.00E-06,0,0,0,3.00E-06,8.367078,0,0,0,8.362115,3.826747,0,0,0,3.825481,4.540331,0,0,0,4.536634,4.183539,0,0,0,4.181057,0.1273,0,0,0,0.126435,1,0,0,0,1,0.979806,0,0,0,0.979805,8.079626,0,0,0,8.066447,-10.038361,-12.59244,-12.645238,-13.880136,-10.096208,-12.998115,-14.793148,-14.976283,-16.711063,-13.008294,-9.611319,-13.298362,-13.331235,-14.736756,-9.66922,2,19,566,0,59801,35062,1,3,0,0,0
0,196,2,0,2,0,2,1,0,1,0,1,296,0,10,8,314,3.426817,13.197754,11.445047,13.539492,3.424952,14,0,2,0,16,3,0,1,0,4,11,0,1,0,12,7,0,1,0,8,16,0,0,0,16,0.047297,0,0.2,0,0.050955,0.010135,0,0.1,0,0.012739,0.037162,0,0.1,0,0.038217,0.023649,0,0.1,0,0.025478,0.000183,0,0,0,0.000162,22.388001,0,11.445047,0,25.797497,5.740121,0,4.983327,0,7.650961,16.64788,0,6.46172,0,18.146536,11.194001,0,5.722524,0,12.898749,29.744801,0,0.546411,0,27.539272,1,0,1,0,1,0.847573,0,1,0,0.879816,9.543141,0,9.576749,0,9.911992,-8.190622,-12.59244,-6.985777,-13.880136,-7.860477,-11.655917,-14.793148,-13.776285,-16.711063,-11.356807,-8.089081,-13.298362,-4.814577,-14.736756,-7.833343,4,45,0,0,17732,16401,27,7,0,0,0
1,196,2,0,1,0,2,1,0,0.5,0,1,1967,0,6,11,1984,3.426817,13.197754,11.445047,13.539492,3.424952,5,0,1,0,6,2,0,0,0,2,3,0,1,0,4,2.5,0,0.5,0,3,0.25,0,0.25,0,1,0.002542,0,0.166667,0,0.003024,0.001017,0,0,0,0.001008,0.001525,0,0.166667,0,0.002016,0.001271,0,0.083333,0,0.001512,0,0,0.006944,0,0,8.367078,0,4.983327,0,9.874326,3.826747,0,0,0,3.825481,4.540331,0,4.983327,0,6.048845,4.183539,0,2.491664,0,4.937163,0.1273,0,6.208387,0,1.235838,1,0,0,0,1,0.979806,0,0.611126,0,0.944226,3.786964,0,5.608819,0,4.184278,-13.792417,-12.59244,-11.778633,-13.880136,-13.489542,-14.113695,-14.793148,-14.97031,-16.711063,-13.916519,-13.502834,-13.298362,-12.638731,-14.736756,-13.243601,3,60,199,2,17231,55792,6,8,0,0,0
1,196,2,1,1,2,2,1,0.5,0.5,1,1,2043,5,9,9,2066,3.426817,13.197754,11.445047,13.539492,3.424952,43,1,2,2,48,3,0,0,1,4,40,1,2,1,44,21.5,0.5,1,1,24,342.25,0.25,1,0,400,0.021047,0.2,0.222222,0.222222,0.023233,0.001468,0,0,0.111111,0.001936,0.019579,0.2,0.222222,0.111111,0.021297,0.010524,0.1,0.111111,0.111111,0.011617,8.20E-05,0.01,0.012346,0,9.40E-05,66.277867,5.894112,9.966654,13.539492,74.188259,5.740121,0,0,6.174911,7.650961,60.537746,5.894112,9.966654,7.364581,66.537298,33.138933,2.947056,4.983327,6.769746,37.09413,750.694913,8.685139,24.833549,0.353829,866.900173,1,0,0,1,1,0.707006,0.628159,0.611126,1,0.720138,7.056712,4.780505,7.098,13.17416,7.584385,-10.646327,-11.484635,-11.316393,-6.795623,-10.237151,-11.576523,-14.785184,-14.67998,-14.667934,-11.258893,-10.637245,-12.343805,-12.35121,-4.604847,-10.283564,4,46,14727,2,64067,42399,21,6,0,0,0
2,196,2,0,0,0,2,1,0,0,0,1,284,13,3,9,309,3.426817,13.197754,11.445047,13.539492,3.424952,3,0,0,0,3,1,0,0,0,1,2,0,0,0,2,1.5,0,0,0,1.5,0.25,0,0,0,0.25,0.010563,0,0,0,0.009709,0.003521,0,0,0,0.003236,0.007042,0,0,0,0.006472,0.005282,0,0,0,0.004854,3.00E-06,0,0,0,3.00E-06,4.940261,0,0,0,4.937163,1.913374,0,0,0,1.91274,3.026887,0,0,0,3.024423,2.47013,0,0,0,2.468581,0.309978,0,0,0,0.308959,1,0,0,0,1,0.944232,0,0,0,0.944226,6.398801,0,0,0,6.291468,-12.0524,-12.59244,-12.645238,-13.880136,-12.216335,-13.733618,-14.793148,-14.976283,-16.711063,-13.760436,-10.794091,-13.298362,-13.331235,-14.736756,-10.961096,4,45,5206,12,65523,60041,1,3,0,152,40.51308835
0,196,2,1,2,0,2,1,0.5,1,0,1,282,10,11,8,311,3.426817,13.197754,11.445047,13.539492,3.424952,8,3,3,0,14,3,0,1,0,5,5,3,2,0,9,4,1.5,1.5,0,7,1,2.25,0.25,0,4,0.028369,0.3,0.272727,0,0.045016,0.010638,0,0.090909,0,0.016077,0.01773,0.3,0.181818,0,0.028939,0.014184,0.15,0.136364,0,0.022508,1.30E-05,0.0225,0.002066,0,4.10E-05,14.107199,21.910927,16.428374,0,24.775719,4.540331,0,6.46172,0,7.561057,9.566869,21.910927,9.966654,0,17.214663,7.0536,10.955463,8.214187,0,12.38786,6.31652,120.02218,3.071141,0,23.298027,1,0,1,0,1,0.973378,0.778085,0.943212,0,0.966047,9.225069,8.399006,11.480344,0,10.138025,-8.955284,-9.5773,-5.728196,-13.880136,-7.884194,-12.263205,-13.197711,-13.483961,-16.711063,-11.376942,-8.777464,-10.446781,-4.31251,-14.736756,-7.877794,4,44,178,12,60635,60588,1,1,0,74,51.20215133
0,196,2,0,2,0,2,1,0,1,0,1,1067,0,9,6,1082,3.426817,13.197754,11.445047,13.539492,3.424952,9,0,2,0,11,4,0,1,0,5,5,0,1,0,6,4.5,0,1,0,5.5,0.25,0,0,0,0.25,0.008435,0,0.222222,0,0.010166,0.003749,0,0.111111,0,0.004621,0.004686,0,0.111111,0,0.005545,0.004217,0,0.111111,0,0.005083,0,0,0,0,0,15.620643,0,11.445047,0,19.037498,6.053775,0,4.983327,0,7.561057,9.566869,0,6.46172,0,11.476442,7.810322,0,5.722524,0,9.518749,3.085457,0,0.546411,0,3.83256,1,0,1,0,1,0.994303,0,1,0,0.996149,7.153778,0,10.233088,0,7.736471,-11.196435,-12.59244,-6.777766,-13.880136,-10.770752,-12.645587,-14.793148,-13.775289,-16.711063,-12.322549,-11.132635,-13.298362,-4.603988,-14.736756,-10.760056,2,74,1,0,283,55623,6,6,0,0,0
